basari_sirasi,ayt_edebiyat,ayt_cografya1,toplam_net
695256.0,8.9,3.9,12.8
951259.0,6.1,2.6,8.7
1027133.0,7.2,1.1,8.3
1040467.0,7.2,3.7,10.9
1015441.0,6.0,2.6,8.6
1028371.0,7.2,1.6,8.8
1050947.0,7.2,3.5,10.7
941684.0,7.2,2.3,9.5
1028392.0,7.2,1.3,8.5
1060135.0,7.0,3.2,10.2
1546833.0,3.6,1.9,5.5
1030323.0,7.0,1.3,8.3
1209973.0,7.1,3.0,10.1
1563736.0,3.4,1.8,5.2
1030541.0,5.5,1.0,6.5
972328.0,5.4,3.1,8.5
896435.0,6.8,2.7,9.5
1030844.0,7.3,1.2,8.5
1104377.0,7.4,3.4,10.8
708975.0,6.0,3.6,9.6
1030872.0,7.9,1.6,9.5
1314774.0,4.9,3.8,8.7
982303.0,6.1,2.8,8.899999999999999
1032483.0,6.6,1.3,7.899999999999999
1045925.0,6.6,4.0,10.6
988767.0,6.5,2.5,9.0
1033528.0,7.7,1.7,9.4
829714.0,9.2,3.8,13.0
740338.0,7.1,3.0,10.1
1033598.0,7.0,1.7,8.7
1029402.0,7.2,4.4,11.6
1023426.0,5.0,2.5,7.5
1033647.0,6.5,1.7,8.2
986306.0,7.7,4.5,12.2
1633359.0,4.3,1.4,5.699999999999999
1033920.0,7.4,1.2,8.6
1079073.0,8.2,3.7,11.9
975460.0,6.0,2.6,8.6
1034141.0,7.3,1.1,8.4
1013801.0,7.3,3.7,11.0
1120476.0,5.2,2.6,7.800000000000001
1034260.0,7.1,1.9,9.0
1037057.0,7.6,4.6,12.2
959035.0,7.6,2.3,9.9
1035208.0,7.0,0.9,7.9
1038355.0,7.6,3.8,11.4
924815.0,6.5,2.5,9.0
1035831.0,6.8,1.1,7.9
1110956.0,5.4,3.6,9.0
1238540.0,5.5,2.7,8.2
1147572.0,6.3,2.5,8.8
1036861.0,6.3,1.5,7.8
790933.0,7.4,3.4,10.8
1122140.0,6.0,2.6,8.6
1036995.0,7.0,1.4,8.4
1063008.0,7.0,3.1,10.1
938018.0,9.4,2.7,12.1
1037433.0,8.4,1.6,10.0
972173.0,9.4,4.2,13.6
889882.0,5.3,3.0,8.3
1038710.0,4.6,0.4,5.0
1386852.0,3.9,4.1,8.0
1202808.0,5.1,2.4,7.5
1038739.0,6.6,1.5,8.1
1130832.0,6.2,4.2,10.4
983542.0,6.5,2.2,8.7
1039462.0,7.8,1.7,9.5
563282.0,11.1,4.3,15.4
1163887.0,4.7,2.5,7.2
1040406.0,5.9,0.8,6.7
919560.0,7.7,3.1,10.8
935848.0,8.8,3.0,11.8
1041302.0,8.6,1.4,10.0
1010352.0,7.3,3.3,10.6
920820.0,6.7,2.8,9.5
1041534.0,7.4,1.0,8.4
1028155.0,8.0,3.8,11.8
928557.0,7.3,2.4,9.7
1041575.0,6.8,1.1,7.9
1104453.0,5.9,3.5,9.4
964362.0,5.7,2.3,8.0
1041709.0,6.1,1.2,7.3
1042923.0,6.9,3.9,10.8
1614494.0,4.9,2.2,7.1000000000000005
1042211.0,7.7,1.1,8.8
1094234.0,5.9,2.7,8.600000000000001
1043245.0,6.0,1.3,7.3
953084.0,7.5,3.9,11.4
385731.0,5.8,3.8,9.6
1043677.0,4.5,0.5,5.0
464475.0,5.0,2.5,7.5
865932.0,8.6,2.5,11.1
1043847.0,6.9,1.2,8.1
988514.0,8.5,3.4,11.9
1078798.0,4.5,2.4,6.9
1043943.0,6.4,1.4,7.800000000000001
1153453.0,4.7,3.9,8.6
1115131.0,5.1,2.3,7.399999999999999
1044213.0,8.4,1.9,10.3
784432.0,7.9,3.8,11.7
1232433.0,4.1,2.4,6.5
1045802.0,6.9,1.6,8.5
1143241.0,6.3,3.8,10.1
921914.0,7.5,2.3,9.8
1046104.0,8.4,1.4,9.8
976309.0,9.0,3.7,12.7
1233937.0,5.3,2.6,7.9
1046272.0,8.5,1.3,9.8
675775.0,9.0,3.9,12.9
1052593.0,8.1,2.1,10.2
1046503.0,8.7,1.7,10.4
1052989.0,9.5,3.7,13.2
946193.0,5.5,2.7,8.2
1046532.0,7.2,1.5,8.7
1079590.0,6.9,3.4,10.3
1014215.0,5.7,2.5,8.2
1047666.0,6.7,0.9,7.6
1137192.0,5.8,3.7,9.5
980705.0,6.4,2.7,9.1
1048344.0,7.2,1.6,8.8
1088714.0,8.1,3.7,11.8
1206004.0,6.1,2.4,8.5
1049418.0,7.2,1.2,8.4
1084995.0,7.6,3.5,11.1
1080437.0,4.9,2.3,7.2
1050018.0,6.3,1.9,8.2
1056694.0,7.4,3.9,11.3
1622658.0,3.3,1.2,4.5
1050227.0,6.2,1.4,7.6
1107771.0,4.8,2.2,7.0
1050273.0,7.3,1.3,8.6
982984.0,6.7,2.7,9.4
1051222.0,7.2,1.4,8.6
1103844.0,6.8,3.5,10.3
939178.0,7.5,2.8,10.3
1051459.0,8.1,1.8,9.9
1012695.0,8.5,3.8,12.3
1177634.0,7.8,2.7,10.5
1052178.0,9.9,1.7,11.6
749388.0,11.7,3.3,15.0
1691313.0,3.7,1.4,5.1
1052374.0,6.4,1.3,7.7
1042099.0,6.2,3.5,9.7
978785.0,6.7,2.6,9.3
1052548.0,8.0,1.6,9.6
971230.0,7.3,4.0,11.3
1107376.0,3.4,1.8,5.2
1053749.0,8.2,1.6,9.8
1344452.0,3.5,5.3,8.8
1009705.0,6.2,2.6,8.8
1054305.0,5.7,1.1,6.800000000000001
1021363.0,7.3,3.9,11.2
1261948.0,4.6,2.1,6.699999999999999
1054561.0,6.2,1.4,7.6
986430.0,7.4,3.8,11.2
1003111.0,6.0,2.3,8.3
1054585.0,5.9,1.4,7.300000000000001
1098203.0,6.7,2.9,9.6
1016757.0,6.4,2.6,9.0
1054805.0,6.7,1.5,8.2
1053436.0,7.0,3.9,10.9
862972.0,7.4,2.9,10.3
1056082.0,6.7,1.3,8.0
842731.0,8.0,3.7,11.7
983222.0,6.6,2.7,9.3
1056116.0,6.5,1.5,8.0
1066429.0,7.6,3.9,11.5
1049738.0,6.2,2.5,8.7
1056374.0,6.6,1.0,7.6
975362.0,7.9,3.7,11.6
972329.0,6.1,2.7,8.8
1056506.0,6.1,1.4,7.5
1028271.0,7.2,3.4,10.6
1000263.0,6.8,2.6,9.4
1057580.0,7.1,1.3,8.4
1109987.0,7.3,3.6,10.9
950959.0,6.5,2.4,8.9
1057798.0,7.1,1.3,8.4
1027742.0,7.5,3.7,11.2
1090217.0,4.9,2.5,7.4
1057927.0,6.6,1.2,7.8
1036856.0,7.6,3.8,11.4
1557062.0,6.3,2.6,8.9
1058440.0,9.1,1.1,10.2
928218.0,7.9,3.5,11.4
956719.0,8.0,2.6,10.6
1058487.0,7.2,1.6,8.8
1063050.0,8.6,3.5,12.1
1000948.0,5.9,2.8,8.7
1058859.0,7.3,1.5,8.8
660889.0,8.6,4.2,12.8
1395764.0,4.2,2.0,6.2
1059060.0,5.9,1.7,7.6
752634.0,8.3,3.0,11.3
772908.0,5.3,3.0,8.3
1060660.0,7.5,1.8,9.3
1347438.0,5.6,3.9,9.5
1087106.0,8.0,2.8,10.8
1060846.0,8.3,1.9,10.2
1089321.0,8.0,3.4,11.4
969870.0,6.0,2.6,8.6
1062155.0,6.6,0.7,7.3
1038491.0,7.0,3.2,10.2
1031931.0,5.6,2.5,8.1
1062192.0,8.1,1.5,9.6
570232.0,11.0,3.9,14.9
785716.0,8.4,2.6,11.0
1062930.0,6.5,1.6,8.1
1270827.0,6.7,2.7,9.4
1011403.0,6.0,2.4,8.4
1063070.0,6.4,1.3,7.7
1144538.0,6.8,3.9,10.7
971834.0,8.2,3.1,11.3
1063288.0,8.2,1.6,9.8
980078.0,8.1,4.5,12.6
970660.0,7.0,2.5,9.5
943531.0,7.4,2.3,9.7
1092236.0,5.3,2.5,7.8
1064308.0,6.6,1.5,8.1
927911.0,8.0,4.4,12.4
931333.0,6.8,3.0,9.8
1064485.0,7.2,1.1,8.3
1134206.0,6.9,4.0,10.9
1014701.0,6.2,2.6,8.8
1064902.0,7.9,1.4,9.3
1088086.0,7.1,3.5,10.6
1182567.0,4.7,2.3,7.0
1065583.0,6.1,1.3,7.399999999999999
1152533.0,5.8,4.0,9.8
1295672.0,2.2,1.9,4.1
1065798.0,2.9,0.3,3.2
1155869.0,4.1,2.4,6.5
1066758.0,6.8,1.2,8.0
902674.0,6.7,2.8,9.5
1329177.0,7.3,2.9,10.2
1066933.0,7.6,1.7,9.3
1302589.0,7.2,3.8,11.0
1060531.0,5.1,2.6,7.699999999999999
1067356.0,5.8,1.5,7.3
1037925.0,7.2,3.4,10.6
1024764.0,6.2,2.2,8.4
1067662.0,6.8,1.5,8.3
1069723.0,8.1,3.6,11.7
858937.0,5.4,2.6,8.0
1069051.0,6.0,1.5,7.5
1184065.0,5.7,4.4,10.1
1051650.0,6.3,2.8,9.1
1069876.0,6.7,1.6,8.3
1182860.0,7.1,3.8,10.9
1081021.0,6.7,2.0,8.7
1071035.0,7.7,1.3,9.0
926805.0,8.5,3.6,12.1
1406103.0,3.4,1.1,4.5
1071120.0,3.8,1.0,4.8
940339.0,6.4,2.4,8.8
1072243.0,6.7,1.4,8.1
1168050.0,6.6,3.2,9.8
1010216.0,6.0,2.5,8.5
1072674.0,5.9,1.0,6.9
1102342.0,7.3,3.9,11.2
1300696.0,4.4,0.1,4.5
1074219.0,7.9,0.8,8.700000000000001
863698.0,8.1,3.1,11.2
1519175.0,3.5,2.0,5.5
1074610.0,7.5,0.4,7.9
847469.0,8.8,3.9,12.7
1335576.0,6.1,2.4,8.5
1074858.0,7.8,1.4,9.2
1130161.0,6.2,4.3,10.5
1057002.0,6.2,2.6,8.8
1074958.0,7.0,1.8,8.8
1029211.0,8.0,4.1,12.1
1264342.0,5.4,2.3,7.7
1075173.0,7.8,1.7,9.5
884191.0,9.1,3.8,12.9
776518.0,7.1,2.8,9.9
1075212.0,6.7,1.3,8.0
1002641.0,7.8,4.0,11.8
1578862.0,2.3,2.1,4.4
1075662.0,5.4,1.1,6.5
1205170.0,5.3,3.3,8.6
1335552.0,3.6,1.2,4.8
1075749.0,5.0,2.2,7.2
1164135.0,4.9,2.2,7.1000000000000005
1075823.0,6.3,1.5,7.8
1081880.0,7.7,3.4,11.1
948552.0,7.2,2.3,9.5
1076146.0,6.8,1.3,8.1
1045387.0,7.1,3.7,10.8
997682.0,6.7,2.2,8.9
1077078.0,7.0,1.0,8.0
1077965.0,7.7,3.8,11.5
903893.0,7.9,2.8,10.7
1077394.0,7.3,1.4,8.7
1059789.0,8.6,3.2,11.8
976255.0,6.4,2.5,8.9
1077885.0,7.4,1.1,8.5
1118115.0,6.9,3.2,10.1
955979.0,7.7,2.7,10.4
1077926.0,6.5,1.1,7.6
1091896.0,7.3,3.5,10.8
1100244.0,5.2,2.4,7.6
1078237.0,6.8,1.7,8.5
1133208.0,7.1,3.0,10.1
1126211.0,6.8,2.5,9.3
1079315.0,8.2,1.8,10.0
882560.0,9.7,3.4,13.1
920171.0,6.4,2.9,9.3
1079802.0,6.8,0.8,7.6
945475.0,5.7,2.7,8.4
1079922.0,6.1,1.1,7.199999999999999
1182653.0,6.5,3.0,9.5
1157742.0,5.8,2.3,8.1
1081559.0,6.3,1.5,7.8
1069390.0,6.7,3.5,10.2
1270899.0,4.8,2.2,7.0
1081564.0,6.7,1.8,8.5
1163864.0,7.8,3.4,11.2
1037116.0,6.4,2.6,9.0
1082073.0,11.1,1.6,12.7
399602.0,13.9,3.9,17.8
1171655.0,6.2,2.6,8.8
1082338.0,8.1,1.7,9.8
1062775.0,8.3,3.6,11.9
982819.0,5.9,2.7,8.600000000000001
1082861.0,6.4,1.4,7.800000000000001
1014249.0,6.3,3.8,10.1
1037908.0,6.6,2.6,9.2
1083332.0,8.7,1.7,10.4
702720.0,7.9,2.9,10.8
1083488.0,6.9,1.4,8.3
1068213.0,6.5,4.3,10.8
951792.0,6.9,2.6,9.5
1084487.0,6.9,1.0,7.9
1149328.0,6.6,3.4,10.0
987053.0,6.2,2.5,8.7
1085299.0,7.0,1.2,8.2
1095416.0,7.5,3.7,11.2
1008167.0,5.1,2.6,7.699999999999999
1085349.0,6.9,1.2,8.1
1182030.0,6.5,3.4,9.9
1061058.0,5.8,2.2,8.0
1086061.0,6.2,1.3,7.5
1045906.0,7.1,3.7,10.8
1007732.0,6.8,2.7,9.5
1087651.0,6.7,1.3,8.0
1055130.0,7.1,3.8,10.9
915473.0,7.0,2.6,9.6
1088677.0,6.9,1.5,8.4
1023680.0,7.7,4.3,12.0
990591.0,6.0,2.6,8.6
1088840.0,5.5,1.4,6.9
1124934.0,7.0,2.7,9.7
1666894.0,4.7,2.1,6.800000000000001
1089022.0,7.5,0.9,8.4
886524.0,5.5,4.1,9.6
903990.0,5.9,3.1,9.0
1089114.0,5.7,2.2,7.9
1677072.0,5.8,3.6,9.4
991177.0,6.8,2.5,9.3
1089468.0,7.4,1.5,8.9
1001414.0,8.7,3.6,12.3
1146455.0,3.2,2.5,5.7
1090372.0,6.5,0.7,7.2
1285659.0,3.2,2.0,5.2
1090959.0,3.8,1.3,5.1
942853.0,7.2,2.5,9.7
1092435.0,6.6,1.2,7.8
1105902.0,7.5,3.3,10.8
1029460.0,6.8,2.7,9.5
1092709.0,6.5,1.3,7.8
1015282.0,7.4,3.2,10.6
1077780.0,6.2,2.4,8.6
1093965.0,6.8,1.2,8.0
877334.0,8.2,3.9,12.1
1004968.0,6.8,2.6,9.4
1094718.0,7.1,1.3,8.4
1127967.0,8.0,3.9,11.9
1702613.0,-0.4,0.4,0.0
1094962.0,5.3,2.3,7.6
1008535.0,5.1,2.1,7.199999999999999
1095010.0,6.8,1.2,8.0
1159642.0,6.9,3.3,10.2
1070674.0,6.0,2.4,8.4
1095297.0,7.1,1.7,8.799999999999999
1052361.0,8.3,3.6,11.9
1477107.0,4.4,1.8,6.2
1096098.0,6.9,1.2,8.1
1774912.0,3.4,2.7,6.1
1035208.0,6.6,2.2,8.8
1098025.0,6.3,1.5,7.8
1242033.0,5.6,3.2,8.8
1277992.0,5.5,2.2,7.7
1098643.0,7.3,1.4,8.7
1023119.0,7.9,4.2,12.1
1050803.0,7.8,2.5,10.3
1099611.0,8.1,1.3,9.4
1155855.0,8.5,3.1,11.6
882896.0,8.3,2.6,10.9
1099988.0,6.5,0.9,7.4
1496591.0,4.9,2.5,7.4
1492559.0,3.8,1.7,5.5
1094863.0,6.8,4.3,11.1
892160.0,4.8,2.1,6.9
1101392.0,5.9,1.2,7.1000000000000005
1293539.0,6.1,4.3,10.4
1031734.0,6.2,2.2,8.4
1102096.0,6.5,1.2,7.7
1137911.0,6.7,3.5,10.2
1002081.0,6.5,2.4,8.9
1102248.0,7.2,1.2,8.4
1122813.0,6.9,3.3,10.2
1298073.0,3.9,1.7,5.6
1102781.0,5.9,1.4,7.300000000000001
1306096.0,4.8,2.9,7.699999999999999
1190211.0,6.2,2.9,9.1
1103174.0,6.0,1.9,7.9
1034340.0,7.6,4.2,11.8
1693582.0,3.3,1.8,5.1
1103927.0,5.7,0.9,6.6000000000000005
1071194.0,6.2,3.4,9.6
960237.0,6.3,2.4,8.7
1104111.0,5.2,0.8,6.0
1335167.0,6.1,3.0,9.1
1002250.0,5.3,2.6,7.9
1104168.0,5.5,0.8,6.3
1280287.0,5.9,3.6,9.5
926492.0,5.5,2.7,8.2
1104189.0,4.5,1.0,5.5
1362257.0,4.5,1.5,6.0
1105218.0,8.2,1.1,9.3
702047.0,8.5,3.5,12.0
966958.0,7.4,2.6,10.0
1105943.0,6.6,1.3,7.899999999999999
1126286.0,8.1,3.4,11.5
974826.0,0.0,0.0,0.0
1106248.0,6.3,1.8,8.1
738459.0,3.8,6.0,9.8
1671013.0,4.8,1.9,6.699999999999999
1106523.0,6.4,1.6,8.0
1246583.0,5.0,2.5,7.5
1106682.0,6.2,1.7,7.9
1132266.0,7.1,4.0,11.1
1639250.0,3.8,2.1,5.9
1107859.0,6.4,1.1,7.5
807369.0,9.2,3.6,12.8
1143698.0,5.1,2.3,7.399999999999999
1108100.0,6.7,1.5,8.2
995849.0,7.3,3.8,11.1
973306.0,6.2,2.5,8.7
1108141.0,8.1,1.6,9.7
1007860.0,8.8,3.4,12.2
1108169.0,13.8,1.3,15.1
891102.0,6.7,2.5,9.2
1108844.0,7.0,1.5,8.5
993525.0,7.4,4.2,11.6
1096694.0,6.4,2.5,8.9
1109193.0,6.4,1.5,7.9
1085362.0,7.5,3.7,11.2
1008301.0,4.9,2.4,7.300000000000001
1109460.0,6.7,0.8,7.5
1290030.0,3.9,3.2,7.1
1534252.0,2.1,1.8,3.9
1109616.0,4.1,0.5,4.6
858857.0,2.8,6.0,8.8
1419481.0,4.2,2.0,6.2
1109642.0,6.3,1.5,7.8
1126251.0,6.1,4.2,10.3
1366498.0,5.4,2.5,7.9
1109819.0,7.1,0.9,8.0
837774.0,8.7,3.6,12.3
1494409.0,4.2,2.8,7.0
1110098.0,6.2,1.2,7.4
1190802.0,7.3,4.5,11.8
1123176.0,5.3,2.4,7.699999999999999
1111346.0,5.9,1.0,6.9
1151351.0,5.4,3.2,8.600000000000001
1318011.0,4.5,2.0,6.5
1111837.0,7.8,1.1,8.9
724097.0,10.2,3.5,13.7
1089821.0,4.9,2.3,7.2
1112092.0,6.6,1.3,7.899999999999999
1128474.0,6.3,4.2,10.5
1334135.0,4.7,2.4,7.1
1113469.0,6.2,1.3,7.5
986517.0,6.3,3.4,9.7
1114487.0,5.8,2.4,8.2
1113662.0,7.3,1.3,8.6
875342.0,9.1,4.0,13.1
1091178.0,6.1,2.9,9.0
1113951.0,7.2,1.6,8.8
1071057.0,8.0,3.8,11.8
1168605.0,5.1,2.4,7.5
1114630.0,6.1,1.3,7.399999999999999
1052628.0,6.6,4.2,10.8
1119840.0,4.9,2.2,7.1000000000000005
1114856.0,6.6,1.6,8.2
1112573.0,6.8,3.5,10.3
1048076.0,5.1,2.6,7.699999999999999
1114897.0,6.7,1.2,7.9
857824.0,8.2,3.6,11.8
1067172.0,6.0,2.3,8.3
1115607.0,6.2,1.3,7.5
1161166.0,6.4,3.6,10.0
1126903.0,5.1,2.2,7.3
1116190.0,6.4,1.5,7.9
900007.0,8.3,3.6,11.9
921875.0,5.3,2.7,8.0
1116210.0,6.1,1.3,7.399999999999999
867473.0,7.2,3.6,10.8
1050766.0,6.2,2.4,8.6
1228769.0,5.0,2.3,7.3
1117448.0,6.7,1.0,7.7
976894.0,7.0,3.6,10.6
1167174.0,5.5,2.3,7.8
1118264.0,7.5,1.5,9.0
687526.0,9.0,4.1,13.1
1008286.0,7.2,2.5,9.7
1118626.0,7.4,1.6,9.0
1128441.0,6.6,3.2,9.8
1276270.0,6.0,2.6,8.6
1119677.0,6.2,1.4,7.6
1014208.0,8.3,4.4,12.7
1175015.0,6.0,2.3,8.3
1120000.0,7.9,1.5,9.4
1158084.0,7.4,4.2,11.6
1695063.0,4.0,2.1,6.1
1120353.0,5.1,1.3,6.4
1416681.0,4.2,2.5,6.7
954044.0,4.4,3.6,8.0
1120910.0,4.4,0.5,4.9
1211761.0,6.8,2.4,9.2
1122754.0,4.4,2.2,6.6000000000000005
1121024.0,6.0,0.8,6.8
1097782.0,7.9,3.4,11.3
1078413.0,6.3,2.2,8.5
1122358.0,6.5,1.1,7.6
1106253.0,5.1,2.5,7.6
1122863.0,6.2,1.2,7.4
1028296.0,6.8,3.3,10.1
775698.0,9.3,2.9,12.2
1123971.0,6.3,1.4,7.699999999999999
1206983.0,6.9,3.6,10.5
1138894.0,5.2,2.5,7.7
1124133.0,5.3,1.1,6.4
905621.0,6.7,3.7,10.4
592221.0,12.0,3.1,15.1
1124145.0,9.9,1.4,11.3
522432.0,13.1,3.8,16.9
1369332.0,2.7,1.7,4.4
1124943.0,5.8,2.2,8.0
1538583.0,3.5,1.4,4.9
1125596.0,5.5,1.1,6.6
1047774.0,6.0,3.0,9.0
1312368.0,5.1,1.8,6.9
1125741.0,6.3,0.7,7.0
1218810.0,5.3,2.5,7.8
1126157.0,6.8,1.5,8.3
1107234.0,7.7,3.3,11.0
1103823.0,5.8,2.5,8.3
1126262.0,7.3,0.8,8.1
1107026.0,7.4,3.1,10.5
966440.0,8.0,2.5,10.5
1126349.0,7.3,1.4,8.7
993152.0,8.8,3.6,12.4
1098274.0,5.4,2.3,7.7
1128380.0,6.2,1.5,7.7
1153926.0,6.2,3.1,9.3
1089665.0,5.0,2.3,7.3
1128920.0,5.5,1.2,6.7
1126207.0,6.3,3.5,9.8
1120136.0,5.1,2.4,7.5
1128965.0,6.1,1.1,7.199999999999999
1259651.0,6.3,3.8,10.1
1060382.0,6.5,2.4,8.9
1129147.0,6.8,1.1,7.9
1180905.0,7.0,3.6,10.6
1112506.0,6.1,2.7,8.8
1129523.0,7.9,1.7,9.6
1153646.0,7.6,3.6,11.2
1101896.0,7.1,2.5,9.6
1131473.0,7.0,1.5,8.5
1128658.0,6.5,3.7,10.2
897420.0,7.8,2.4,10.2
1132869.0,9.4,1.2,10.6
466188.0,12.7,3.5,16.2
1092638.0,7.2,1.4,8.6
1133363.0,5.5,1.7,7.2
1091436.0,5.6,4.1,9.7
1007095.0,6.3,2.9,9.2
1133482.0,6.0,1.0,7.0
1169575.0,6.9,3.7,10.6
1046500.0,6.3,2.3,8.6
1134155.0,6.0,1.2,7.2
1171487.0,7.0,3.2,10.2
1350207.0,4.4,2.4,6.800000000000001
1137241.0,6.7,0.9,7.6
1128341.0,7.8,1.6,9.4
1137529.0,6.4,1.3,7.7
1386812.0,4.1,4.1,8.2
778277.0,10.0,3.1,13.1
359153.0,14.5,4.2,18.7
681736.0,10.8,3.1,13.9
1138784.0,8.7,1.6,10.3
463829.0,12.9,3.7,16.6
1081648.0,6.6,2.4,9.0
1139760.0,7.0,1.3,8.3
1224713.0,6.5,3.1,9.6
1076572.0,6.3,2.5,8.8
1140076.0,6.9,1.6,8.5
922944.0,8.9,3.4,12.3
1086573.0,5.4,2.3,7.7
1140180.0,6.8,1.2,8.0
1082433.0,6.5,3.5,10.0
1072232.0,5.0,2.6,7.6
1140670.0,6.4,1.4,7.800000000000001
1187788.0,5.5,3.5,9.0
1057534.0,5.8,2.3,8.1
1140894.0,6.3,1.1,7.4
1231318.0,5.9,3.5,9.4
1152401.0,6.8,2.3,9.1
1141296.0,7.6,1.6,9.2
1065107.0,8.5,3.6,12.1
1015768.0,5.1,2.9,8.0
1141509.0,5.6,1.7,7.3
1127816.0,5.7,2.3,8.0
1141546.0,6.6,1.6,8.2
1176606.0,7.2,3.7,10.9
1136608.0,5.3,2.3,7.6
1143339.0,5.2,1.2,6.4
763575.0,8.9,3.8,12.7
1308901.0,5.1,2.6,7.699999999999999
1143905.0,5.7,1.3,7.0
1344590.0,4.8,3.1,7.9
1259016.0,4.0,2.4,6.4
1147239.0,6.1,0.8,6.9
1025917.0,5.2,3.4,8.6
1148311.0,5.1,2.5,7.6
1148205.0,5.6,1.1,6.699999999999999
1149608.0,6.3,3.8,10.1
1617923.0,2.2,1.2,3.4000000000000004
1148355.0,7.6,0.9,8.5
1234716.0,5.0,2.3,7.3
1150402.0,7.1,1.4,8.5
1197914.0,7.9,3.7,11.6
1141059.0,5.7,2.2,7.9
1150777.0,6.9,1.4,8.3
1055404.0,5.8,2.4,8.2
1150943.0,7.1,1.7,8.799999999999999
1189244.0,6.9,3.0,9.9
1111586.0,5.6,2.5,8.1
1152497.0,6.7,0.9,7.6
1176875.0,7.5,3.3,10.8
1079975.0,5.1,2.3,7.399999999999999
1152557.0,6.1,1.4,7.5
1337977.0,5.9,3.5,9.4
1666321.0,1.9,1.6,3.5
1152778.0,5.7,2.3,8.0
1236029.0,7.4,4.9,12.3
1077369.0,5.0,2.6,7.6
1154792.0,5.1,1.7,6.8
1304776.0,7.0,2.7,9.7
1119591.0,5.5,2.5,8.0
1155689.0,5.8,1.2,7.0
1231640.0,6.7,3.8,10.5
1093038.0,5.5,2.6,8.1
1155727.0,6.9,1.4,8.3
1196718.0,6.7,3.4,10.1
1071208.0,6.6,2.7,9.3
1155924.0,6.8,1.0,7.8
1185711.0,7.7,3.5,11.2
1101201.0,6.0,2.6,8.6
1156105.0,7.1,1.7,8.799999999999999
1130582.0,7.7,3.7,11.4
923514.0,8.6,2.7,11.3
1156333.0,8.2,1.7,9.9
1001999.0,8.6,3.5,12.1
1314772.0,6.7,1.7,8.4
1156686.0,7.3,0.9,8.2
826585.0,8.5,5.4,13.9
1368168.0,5.0,2.0,7.0
1157099.0,7.2,1.8,9.0
1278646.0,7.1,3.2,10.3
1111070.0,5.2,2.0,7.2
1158162.0,7.1,1.0,8.1
1213680.0,6.6,3.4,10.0
1068636.0,6.5,2.4,8.9
1091735.0,5.7,2.6,8.3
1159959.0,5.5,0.9,6.4
1354610.0,5.9,3.0,8.9
1120176.0,5.7,2.3,8.0
1160783.0,5.3,0.9,6.2
1135689.0,7.1,3.1,10.2
1051591.0,7.5,2.5,10.0
1161103.0,7.3,1.3,8.6
1144143.0,8.0,3.6,11.6
1116056.0,5.8,2.2,8.0
1161823.0,6.3,2.0,8.3
1175475.0,6.0,3.9,9.9
1166565.0,5.1,2.5,7.6
1163095.0,6.2,1.1,7.300000000000001
1141535.0,6.5,3.4,9.9
1240847.0,5.3,2.4,7.699999999999999
1163865.0,6.5,1.4,7.9
1066964.0,7.5,2.9,10.4
1159672.0,6.3,2.5,8.8
1163995.0,7.0,1.4,8.4
1425990.0,5.2,2.6,7.800000000000001
930155.0,9.5,2.5,12.0
1164513.0,10.1,1.7,11.8
520773.0,12.4,3.4,15.8
1158650.0,5.3,2.5,7.8
1164980.0,6.8,1.5,8.3
1115913.0,6.2,3.3,9.5
1029023.0,6.4,2.6,9.0
1166649.0,7.1,1.5,8.6
1029963.0,7.6,4.6,12.2
1108463.0,5.5,2.6,8.1
1166701.0,6.6,1.1,7.699999999999999
754635.0,8.8,3.9,12.7
1661958.0,3.2,1.7,4.9
1167937.0,6.7,0.8,7.5
1259377.0,5.9,3.7,9.6
1097514.0,6.8,2.6,9.4
1168128.0,6.3,1.5,7.8
1176086.0,7.7,3.7,11.4
1229641.0,5.7,2.3,8.0
1168287.0,6.8,1.9,8.7
1197869.0,6.3,4.2,10.5
1167955.0,4.9,2.9,7.800000000000001
1168751.0,5.8,1.7,7.5
1140780.0,5.7,4.1,9.8
1188231.0,5.3,2.7,8.0
1169607.0,6.5,1.7,8.2
1208274.0,7.0,4.1,11.1
1052254.0,5.8,2.5,8.3
1170167.0,5.9,1.6,7.5
1140628.0,5.8,4.3,10.1
1552410.0,4.5,1.6,6.1
1171681.0,4.3,1.1,5.4
1702809.0,3.4,3.5,6.9
1054650.0,6.8,2.6,9.4
1173588.0,7.4,1.3,8.700000000000001
1009150.0,8.4,3.4,11.8
1149008.0,6.2,2.4,8.6
1173960.0,6.6,1.5,8.1
1162970.0,7.5,3.6,11.1
1312070.0,4.6,2.1,6.699999999999999
1174272.0,6.7,1.5,8.2
1289514.0,5.5,3.4,8.9
1647347.0,3.6,1.6,5.2
1174499.0,5.7,0.5,6.2
1104048.0,5.5,3.0,8.5
1160387.0,7.1,2.8,9.9
1175121.0,7.6,1.4,9.0
1186242.0,8.6,3.3,11.9
1160556.0,5.5,2.1,7.6
1175274.0,6.3,1.2,7.5
1196058.0,6.5,3.9,10.4
1187744.0,4.7,2.5,7.2
1175790.0,5.9,1.3,7.2
1225792.0,6.2,3.8,10.0
1216551.0,4.4,1.9,6.300000000000001
1176318.0,6.4,0.8,7.2
776378.0,6.6,3.9,10.5
1149791.0,5.1,2.2,7.3
1176887.0,5.2,1.3,6.5
1192645.0,5.4,3.4,8.8
1252575.0,4.9,2.4,7.300000000000001
1177480.0,6.5,1.2,7.7
