basari_sirasi,ayt_edebiyat,ayt_cografya1,toplam_net,ayt_tarih1,ayt_tarih2,ayt_cografya2,ayt_felsefe,ayt_din
1301906.0,5.8,3.1,29.02,4.14,1.87,5.63,5.21,3.27
1005192.0,2.9,2.6,13.07,0.0,2.92,2.75,0.0,1.9
1228821.0,5.1,0.7,21.169999999999998,1.96,2.86,2.57,3.0,4.98
1512172.0,2.4,3.9,18.05,4.74,0.0,4.98,0.0,2.03
1354668.0,5.0,2.2,22.45,5.32,3.06,3.8,0.0,3.07
1228944.0,5.6,1.6,15.299999999999999,0.71,0.0,5.56,0.0,1.83
1187180.0,7.0,3.9,29.67,3.39,4.3,1.71,4.62,4.75
1646537.0,3.1,2.1,16.99,4.94,1.25,1.2,1.34,3.06
1230100.0,5.5,0.8,14.969999999999999,0.37,3.36,3.23,0.93,0.78
1306825.0,5.4,3.5,24.03,3.92,3.49,1.25,4.06,2.41
1203757.0,5.3,2.3,15.12,1.26,0.1,1.47,0.36,4.33
1230896.0,5.6,1.0,21.15,2.95,1.04,2.16,6.38,2.02
1424298.0,6.6,3.9,25.219999999999995,0.0,4.06,4.2,4.81,1.65
1168463.0,5.0,2.3,21.14,0.0,5.86,0.68,4.23,3.07
1231072.0,6.1,0.9,17.27,5.07,1.66,2.35,0.4,0.79
1355838.0,6.4,3.2,21.2,3.59,0.03,1.72,3.49,2.77
1227404.0,6.8,2.1,17.26,0.0,3.33,3.27,0.47,1.29
1231390.0,5.7,1.2,17.67,2.21,0.0,6.67,1.18,0.71
1624493.0,3.4,2.9,24.480000000000004,4.73,0.0,2.67,7.04,3.74
1162285.0,4.4,2.6,15.16,0.13,4.35,0.86,0.0,2.82
1232329.0,5.7,1.4,23.92,0.37,2.23,2.26,6.06,5.9
1008708.0,5.0,2.9,22.310000000000002,0.0,2.79,3.87,1.88,5.87
1232969.0,6.9,1.6,24.360000000000003,4.39,0.0,4.49,5.17,1.81
1585488.0,2.7,4.1,22.25,4.5,3.0,4.16,2.52,1.27
1162702.0,6.7,2.3,14.790000000000001,0.0,0.0,1.15,3.49,1.15
1233191.0,8.0,0.7,15.77,2.77,0.0,0.0,2.26,2.04
731831.0,9.1,3.6,18.939999999999998,2.84,0.0,0.11,0.81,2.48
1137714.0,5.0,2.2,15.92,2.3,0.0,5.27,0.88,0.27
1234734.0,5.4,1.8,16.24,1.04,2.62,3.11,1.65,0.62
1221427.0,4.8,2.6,25.06,3.51,2.07,5.17,2.59,4.32
1235665.0,6.1,1.0,22.650000000000002,3.07,3.92,4.3,2.42,1.84
1204203.0,6.4,3.6,21.819999999999997,0.54,3.89,2.58,1.43,3.38
1260157.0,1.0,2.5,14.32,2.77,2.89,1.1,2.27,1.79
1235814.0,3.5,0.8,22.840000000000003,6.96,2.97,2.26,3.39,2.96
1050753.0,6.5,3.5,19.669999999999998,2.13,0.74,4.3,1.96,0.54
1227649.0,5.1,2.0,15.93,2.45,0.92,0.0,2.1,3.36
1236548.0,4.5,0.9,14.78,0.0,0.95,2.39,5.18,0.86
1238482.0,5.2,2.2,19.46,2.99,1.63,0.89,2.17,4.38
1236620.0,4.7,1.1,21.85,5.24,3.56,4.48,1.07,1.7
1261073.0,6.7,3.0,21.800000000000004,2.14,4.4,0.47,1.76,3.33
1234709.0,4.9,2.3,20.950000000000003,0.76,5.97,4.03,0.14,2.85
1237543.0,5.3,1.4,22.139999999999997,6.92,5.14,2.95,0.43,0.0
1213178.0,6.4,4.7,21.46,4.33,0.0,0.94,3.71,1.38
1181572.0,4.6,2.3,19.409999999999997,4.58,1.63,0.78,2.82,2.7
1237766.0,6.0,0.8,20.89,4.42,4.24,4.18,0.0,1.25
1532179.0,4.2,2.7,21.85,4.31,2.28,0.34,5.16,2.86
1238390.0,4.4,2.1,23.489999999999995,9.69,3.75,1.99,0.0,1.56
1238416.0,4.9,1.2,25.46,3.5,6.05,5.92,2.35,1.54
1229519.0,5.8,3.9,22.880000000000003,1.62,4.6,3.95,0.12,2.89
1701749.0,5.5,2.0,19.639999999999997,3.82,1.63,3.24,1.52,1.93
1238555.0,9.0,1.5,28.590000000000003,5.96,3.78,5.05,1.52,1.78
713867.0,10.4,3.6,19.6,0.0,0.64,4.12,0.0,0.84
1688306.0,5.0,1.8,21.14,2.45,1.18,6.43,3.18,1.1
1239381.0,6.6,0.6,13.6,0.0,0.0,3.8,2.26,0.34
1072079.0,6.7,3.1,26.67,2.75,3.07,5.3,3.36,2.39
1507236.0,6.3,2.5,26.939999999999998,9.56,3.34,0.65,0.99,3.6
1239800.0,8.2,0.9,29.56,5.01,6.49,1.99,3.41,3.56
952983.0,9.3,2.8,27.730000000000004,4.46,2.74,1.83,2.44,4.16
1204263.0,4.7,2.4,25.549999999999997,5.71,0.78,4.55,1.41,6.0
1241155.0,6.0,1.2,18.0,1.87,0.9,1.53,1.87,4.63
1263426.0,5.9,3.6,18.87,2.47,0.0,2.59,0.77,3.54
1154212.0,6.3,2.3,26.669999999999998,4.12,1.32,7.36,5.27,0.0
1159157.0,4.8,1.6,18.18,7.15,2.2,1.75,0.0,0.68
1244111.0,5.0,0.7,23.82,2.97,6.08,3.96,0.43,4.68
1547332.0,2.8,2.3,12.19,2.92,2.24,0.22,0.53,1.18
1254991.0,6.6,2.1,23.639999999999997,7.5,0.77,2.57,0.97,3.13
1245817.0,6.3,1.6,21.03,4.35,0.52,5.54,1.1,1.62
1237394.0,6.6,3.6,30.379999999999995,3.04,0.93,5.31,5.34,5.56
1228866.0,5.2,1.9,13.709999999999999,0.12,1.48,0.77,1.08,3.16
1246675.0,6.3,1.4,26.21,4.39,7.92,1.3,0.0,4.9
1322801.0,5.2,3.8,23.290000000000003,3.33,3.39,5.02,1.6,0.95
1322622.0,4.8,1.7,20.91,0.0,4.82,1.81,4.73,3.05
1247707.0,6.9,1.3,19.310000000000002,0.64,3.11,2.19,3.19,1.98
1167770.0,5.3,2.3,20.72,3.1,1.01,4.35,1.55,3.11
1248033.0,5.1,1.7,22.03,3.87,2.74,5.43,1.16,2.03
1034916.0,8.1,3.4,28.090000000000003,2.59,3.89,2.3,4.48,3.33
1224361.0,4.5,2.4,23.11,6.8,2.05,0.0,3.26,4.1
1249729.0,5.7,1.3,21.880000000000003,0.0,6.2,4.66,2.1,1.92
1560825.0,4.6,3.0,17.61,0.0,2.34,4.04,0.0,3.63
1209512.0,5.4,2.5,26.46,1.62,5.11,4.23,3.09,4.51
1251238.0,6.0,1.6,20.34,3.4,1.75,3.14,3.18,1.27
1253382.0,8.5,3.6,29.35,6.08,5.21,2.47,0.0,3.49
1582628.0,1.9,1.8,21.94,5.66,4.25,2.74,4.93,0.66
1251354.0,6.7,1.2,17.67,2.57,0.0,2.35,0.0,4.85
1278537.0,5.6,3.2,17.42,1.59,1.17,4.69,0.19,0.98
865170.0,6.2,2.2,20.330000000000002,4.04,1.36,1.22,3.5,1.81
1253237.0,6.1,1.1,21.78,4.03,1.23,5.43,1.1,2.79
924124.0,8.6,2.8,22.68,6.17,0.0,0.0,2.79,2.32
1253555.0,7.6,1.2,20.39,1.09,5.44,3.05,0.0,2.01
711107.0,9.7,3.9,24.13,2.52,0.48,0.68,5.86,0.99
1084117.0,5.6,2.2,19.33,0.0,2.92,3.92,0.0,4.69
1253937.0,6.0,1.0,15.540000000000001,0.46,2.18,0.0,2.12,3.78
1400168.0,6.2,3.6,25.67,2.43,2.83,4.55,4.28,1.78
1176000.0,6.8,2.0,24.849999999999998,8.28,3.23,2.95,0.21,1.38
1255097.0,5.4,1.5,15.0,0.64,0.75,1.68,0.47,4.56
1403684.0,6.0,2.8,24.67,4.67,2.13,2.24,2.51,4.32
1332245.0,4.1,2.1,18.04,5.41,2.41,3.0,0.0,1.02
1255842.0,4.9,1.0,17.37,0.87,3.68,2.66,2.55,1.71
1211565.0,5.0,2.8,25.1,3.52,0.0,5.24,4.55,3.99
1606876.0,1.2,2.1,14.54,1.73,0.92,5.19,0.85,2.55
1256130.0,5.1,2.9,16.61,1.53,2.44,4.47,0.0,0.17
1148145.0,5.6,2.2,20.48,3.72,2.22,0.0,2.79,3.95
1256647.0,5.7,0.9,22.79,2.56,4.72,0.42,5.66,2.83
1290117.0,5.6,3.6,19.79,1.09,0.08,1.45,2.17,5.8
1443648.0,4.5,1.7,20.75,6.36,2.57,1.58,3.41,0.63
1257941.0,5.0,1.0,20.96,2.66,4.57,2.05,4.02,1.66
1085881.0,6.6,3.3,15.669999999999998,0.68,3.69,1.22,0.0,0.18
1224098.0,4.4,2.4,14.299999999999999,0.0,2.67,1.2,2.27,1.36
1258016.0,5.1,0.8,25.020000000000003,5.76,9.88,2.49,0.42,0.57
1181350.0,6.3,3.6,25.32,3.17,1.91,2.5,4.44,3.4
1267827.0,4.5,2.1,22.439999999999998,2.06,0.0,2.98,6.63,4.17
1260844.0,5.6,0.4,20.27,4.52,0.0,4.13,5.1,0.52
1362277.0,5.8,3.6,18.88,0.0,2.18,4.05,0.88,2.37
1394117.0,4.8,2.0,20.8,7.08,1.97,1.42,1.59,1.94
1262370.0,5.5,1.1,18.84,5.63,0.0,3.3,3.08,0.23
1338475.0,5.8,3.4,20.319999999999997,4.01,1.31,1.31,3.25,1.24
1113184.0,5.8,3.1,24.990000000000002,4.7,3.33,3.43,2.17,2.46
1262954.0,7.3,0.7,25.76,2.6,4.03,4.69,4.78,1.66
1241735.0,7.2,3.5,30.119999999999997,6.52,6.9,2.75,0.71,2.54
1642081.0,2.0,2.8,19.810000000000002,3.71,1.16,3.01,2.05,5.08
1264206.0,6.2,1.6,17.97,0.0,2.52,3.59,3.45,0.61
1728187.0,2.5,2.6,13.339999999999998,0.65,4.11,2.54,0.0,0.94
1315370.0,5.5,2.5,20.949999999999996,0.11,5.63,6.24,0.0,0.97
1264815.0,7.0,1.4,21.860000000000003,0.85,3.15,4.91,0.0,4.55
1388707.0,6.6,2.3,19.919999999999998,2.11,0.68,2.89,3.36,1.98
1468966.0,3.4,2.0,22.36,5.85,2.94,4.18,1.85,2.14
1265921.0,5.0,0.7,26.560000000000002,3.72,6.22,5.37,1.71,3.84
1381707.0,4.9,3.9,26.990000000000006,6.71,2.5,1.94,4.19,2.85
1169318.0,6.2,2.3,26.720000000000002,2.14,4.64,4.75,4.64,2.05
1266886.0,6.5,1.2,19.980000000000004,1.42,4.06,5.37,0.42,1.01
1367447.0,6.3,3.1,21.71,5.29,3.06,0.52,0.0,3.44
1166781.0,6.0,2.3,17.57,0.0,2.96,3.23,1.1,1.98
1267167.0,8.3,1.0,22.689999999999998,5.66,0.0,2.61,2.26,2.86
1150122.0,6.2,2.4,24.029999999999998,3.44,1.5,2.3,4.31,3.88
1267667.0,5.1,1.1,26.1,7.36,2.07,2.82,5.64,2.01
1301519.0,5.7,3.9,27.0,6.28,2.62,3.77,3.72,1.01
1270533.0,7.4,2.8,27.04,3.45,5.44,3.68,0.99,3.28
1268100.0,2.8,0.8,12.749999999999998,3.92,0.18,1.09,3.18,0.78
1243794.0,5.3,1.9,24.29,2.95,4.3,3.26,3.07,3.51
1268915.0,6.1,0.8,23.619999999999997,4.65,2.71,3.17,3.81,2.38
1377316.0,5.7,2.6,19.03,2.23,1.69,0.0,4.35,2.46
1087669.0,9.2,3.0,29.380000000000003,3.8,5.6,4.64,1.59,1.55
1269424.0,7.0,1.5,18.82,4.85,0.99,1.96,1.61,0.91
1223488.0,4.0,2.6,15.21,1.69,0.02,3.46,1.14,2.3
1270101.0,5.3,1.1,14.999999999999998,0.0,2.6,1.86,2.03,2.11
1178481.0,6.1,3.5,19.93,0.0,2.29,4.47,1.78,1.79
1266830.0,4.5,2.0,21.550000000000004,1.07,4.57,2.16,3.08,4.17
1272366.0,6.1,0.8,19.189999999999998,3.37,3.35,3.07,0.0,2.5
1691346.0,3.7,2.8,9.88,1.06,0.0,0.32,2.0,0.0
1258131.0,5.8,2.3,18.299999999999997,4.89,0.0,2.92,2.39,0.0
1272720.0,7.5,0.8,22.72,0.0,3.54,2.35,3.02,5.51
929889.0,7.9,3.8,26.99,4.45,3.04,3.67,2.68,1.45
1265142.0,5.8,2.5,28.260000000000005,4.99,5.9,1.58,4.67,2.82
1273118.0,5.6,1.7,11.03,0.29,0.0,1.74,0.0,1.7
1356454.0,5.6,4.4,24.099999999999998,3.35,5.05,0.61,1.41,3.68
1293874.0,4.2,2.3,17.939999999999998,2.36,4.73,0.0,3.72,0.63
1273525.0,4.7,0.9,15.260000000000002,0.0,1.53,1.04,3.81,3.28
1334518.0,5.7,3.6,29.61,6.52,0.84,2.78,6.97,3.2
1273260.0,4.8,2.0,18.08,1.73,0.0,1.21,5.82,2.52
1273904.0,5.6,1.0,18.48,3.74,3.24,0.88,3.05,0.97
1311232.0,6.9,2.8,18.1,0.0,2.97,2.79,2.2,0.44
1242857.0,3.9,2.1,17.12,1.23,0.0,5.95,0.22,3.72
1277827.0,6.4,1.1,14.699999999999998,3.63,0.0,1.03,1.92,0.62
729086.0,7.5,3.8,25.120000000000005,3.47,6.11,0.0,2.49,1.75
1224791.0,6.0,2.6,23.340000000000003,4.45,3.3,3.87,0.0,3.12
1278758.0,6.9,1.4,26.54,4.31,3.72,5.33,1.21,3.67
1127810.0,5.1,2.5,28.839999999999996,8.25,1.64,3.81,5.53,2.01
1282024.0,5.4,1.0,18.240000000000002,3.69,1.65,6.4,0.0,0.1
925994.0,8.1,3.6,26.009999999999998,0.0,3.46,3.74,3.15,3.96
1604436.0,5.1,2.5,16.000000000000004,3.45,2.46,0.0,0.55,1.94
1283574.0,6.6,1.4,27.020000000000003,9.1,4.28,2.46,2.07,1.11
1428199.0,6.1,3.2,24.1,4.99,2.07,0.92,4.48,2.34
1274990.0,5.7,2.2,20.43,1.7,1.56,4.93,0.0,4.34
1284083.0,5.5,0.9,16.22,3.0,1.85,4.3,0.65,0.02
1391293.0,5.3,3.5,24.71,7.86,2.8,1.54,1.64,2.07
1353511.0,4.3,1.8,14.97,2.38,0.18,3.76,1.07,1.48
1285283.0,6.9,1.2,23.240000000000002,3.86,5.47,1.94,0.38,3.49
1224112.0,6.7,4.2,26.339999999999996,1.31,0.11,6.58,4.02,3.42
1245851.0,6.0,2.2,25.539999999999996,7.82,4.2,3.51,0.0,1.81
1285491.0,5.6,1.0,15.350000000000001,1.31,0.05,0.64,2.64,4.11
1337989.0,6.7,2.8,22.899999999999995,5.97,0.27,3.06,2.15,1.95
1202599.0,5.0,2.3,20.919999999999998,4.42,1.62,6.82,0.02,0.74
1285977.0,4.8,0.8,19.849999999999998,1.48,1.95,2.34,4.14,4.34
1308702.0,5.1,3.4,29.410000000000004,4.69,7.51,5.71,0.0,3.0
1342646.0,3.7,2.3,21.79,4.18,3.3,0.78,4.72,2.81
1287049.0,5.4,1.0,26.369999999999997,4.74,0.87,4.75,8.4,1.21
1316896.0,7.0,4.4,32.769999999999996,3.22,4.07,5.1,3.57,5.41
1180229.0,4.6,2.1,21.639999999999993,5.38,4.4,0.0,3.15,2.01
1287115.0,5.5,1.1,16.14,6.66,0.0,0.69,0.6,1.59
822333.0,9.6,4.1,36.75,4.81,4.67,1.11,7.01,5.45
1151547.0,5.5,2.7,22.27,5.71,3.69,1.4,3.27,0.0
1287410.0,5.7,1.2,16.34,0.0,1.82,6.28,0.0,1.34
1273892.0,7.1,3.0,17.49,0.92,0.24,1.86,1.25,3.12
842846.0,5.9,2.8,29.25,1.13,2.39,8.66,4.53,3.84
1289076.0,4.8,1.1,13.370000000000001,0.07,0.85,2.48,3.56,0.51
869181.0,7.1,3.7,27.930000000000003,3.92,3.79,3.08,3.21,3.13
1339222.0,5.5,2.2,24.71,0.23,6.48,0.98,4.5,4.82
1289893.0,7.6,0.9,22.39,2.05,1.46,7.02,0.0,3.36
960693.0,9.2,3.6,22.759999999999998,1.43,1.63,0.8,2.17,3.93
1267627.0,4.2,2.3,21.64,7.59,0.0,2.62,2.14,2.79
1290659.0,5.5,1.1,15.13,2.22,0.08,3.9,1.59,0.74
1424147.0,5.4,3.4,25.820000000000004,3.09,6.94,4.27,1.8,0.92
1258194.0,5.7,2.0,19.310000000000002,3.56,1.32,1.31,1.89,3.53
1293393.0,7.5,1.5,20.45,3.65,0.0,4.5,1.16,2.14
902281.0,9.5,4.0,26.79,3.63,3.15,5.69,0.0,0.82
1518351.0,3.9,2.0,25.199999999999996,2.3,5.13,5.0,2.61,4.26
1293532.0,6.6,0.7,27.440000000000005,5.72,3.55,4.74,2.42,3.71
868620.0,7.6,2.7,18.9,0.0,2.74,2.37,2.72,0.77
1294148.0,7.1,1.1,24.669999999999998,3.9,1.34,4.03,4.9,2.3
657273.0,10.0,3.9,29.18,7.71,0.0,2.31,0.87,4.39
1278225.0,5.0,2.2,17.419999999999998,2.0,3.64,1.41,1.6,1.57
1294861.0,6.9,1.7,26.979999999999997,2.18,4.35,4.45,3.4,4.0
1407153.0,6.0,3.8,30.83,3.05,3.72,5.36,3.0,5.9
1032227.0,6.9,1.9,23.990000000000002,0.0,7.11,4.32,0.0,3.76
1295620.0,6.8,1.2,18.759999999999998,1.1,4.85,0.39,3.38,1.04
567803.0,10.8,3.9,22.03,0.94,2.5,2.45,1.44,0.0
1269551.0,5.6,2.1,18.61,5.98,0.76,2.33,0.0,1.84
1295646.0,6.2,1.4,12.419999999999998,0.0,0.0,3.78,0.27,0.77
1327415.0,5.8,3.1,20.280000000000005,3.73,1.65,3.98,0.42,1.6
1252607.0,6.0,2.0,21.79,3.64,3.77,1.96,1.81,2.61
1297174.0,6.2,0.9,25.61,9.23,2.68,2.0,0.0,4.6
1229641.0,7.4,3.8,14.61,0.0,0.0,2.25,0.0,1.16
1233104.0,5.8,2.6,33.46,6.48,2.76,5.51,5.07,5.24
1297389.0,8.6,1.3,20.55,3.78,0.12,3.22,2.75,0.78
1210435.0,5.4,2.4,17.85,3.24,0.66,5.44,0.0,0.71
1297642.0,5.9,1.2,20.87,4.02,4.05,4.38,0.86,0.46
1323746.0,6.2,2.8,36.64,7.12,5.76,4.11,6.14,4.51
1144621.0,5.5,2.5,18.8,2.93,1.92,2.97,0.94,2.04
1298225.0,8.4,0.8,27.36,2.23,3.97,3.32,6.99,1.65
763291.0,9.0,3.9,38.400000000000006,6.68,3.82,6.28,6.2,2.52
1394315.0,4.2,2.3,18.830000000000002,1.25,3.0,3.74,2.36,1.98
1301506.0,6.0,1.5,23.09,4.37,2.53,5.52,2.02,1.15
1396382.0,6.9,3.8,25.75,5.05,3.21,0.0,3.89,2.9
1230481.0,5.5,2.3,18.459999999999997,5.08,0.0,1.36,1.32,2.9
1301508.0,6.1,1.0,17.560000000000002,2.88,2.84,0.73,1.08,2.93
1259946.0,6.4,3.6,23.91,5.05,1.73,3.43,0.0,3.7
1638131.0,4.4,1.8,16.869999999999997,0.22,3.37,2.26,1.98,2.84
1301950.0,7.2,1.5,21.07,0.63,0.92,4.34,1.64,4.84
1677724.0,4.0,1.9,8.96,0.0,0.21,0.62,1.52,0.71
1302929.0,4.0,0.9,16.64,5.81,0.0,2.94,0.9,2.09
1284541.0,4.7,2.3,19.61,0.0,4.29,0.0,5.8,2.52
1303123.0,6.0,1.3,32.26,6.62,5.61,4.01,6.39,2.33
1391654.0,5.8,3.4,25.17,2.66,2.69,3.84,3.21,3.57
1296356.0,5.1,2.1,17.13,0.78,0.0,2.08,4.53,2.54
1303499.0,5.6,1.0,18.459999999999997,4.52,2.64,0.97,1.92,1.81
1461297.0,5.1,2.9,25.88,3.17,5.89,4.31,3.0,1.51
1294543.0,3.9,1.7,23.270000000000003,5.9,5.34,3.53,2.19,0.71
1304624.0,5.0,1.0,15.4,0.61,1.54,2.67,2.59,1.99
1441459.0,4.7,3.2,24.349999999999998,5.62,0.29,1.62,5.02,3.9
1307770.0,5.0,2.1,20.599999999999994,4.87,0.54,3.5,1.33,3.26
1307767.0,4.9,1.3,18.45,2.73,0.0,2.53,0.99,6.0
1349471.0,5.7,3.4,26.72,5.8,2.17,4.97,3.54,1.14
1518953.0,4.8,1.9,21.66,4.0,2.02,3.26,3.9,1.78
1309083.0,7.3,1.7,23.860000000000003,3.97,1.04,0.24,4.48,5.13
944374.0,7.8,3.9,34.92,8.97,2.3,4.88,6.0,1.07
1203161.0,5.4,2.2,20.790000000000003,4.09,2.71,1.76,3.07,1.56
1309223.0,7.1,1.9,29.63,7.54,4.91,3.02,1.59,3.57
1015785.0,8.7,3.8,23.099999999999998,2.06,2.78,0.41,2.13,3.22
1344992.0,4.6,2.2,14.980000000000002,1.75,0.0,3.3,0.13,3.0
1310421.0,5.7,1.0,20.01,3.19,3.56,1.83,1.78,2.95
1532692.0,5.1,2.9,25.520000000000003,8.63,0.45,4.91,0.0,3.53
1161008.0,5.5,2.5,25.21,8.04,1.93,1.93,0.1,5.21
1310761.0,5.4,0.8,16.89,0.0,3.92,2.64,1.81,2.32
1232715.0,5.6,2.5,18.95,1.35,1.68,6.32,0.0,1.5
1311483.0,6.5,1.3,24.46,9.3,0.0,0.63,5.66,1.07
1387948.0,7.1,3.0,29.77,5.51,3.78,5.44,2.15,2.79
1590847.0,3.4,1.7,16.47,4.75,2.4,0.12,2.94,1.16
1311503.0,4.7,0.7,26.729999999999997,5.67,1.52,3.16,5.4,5.58
976750.0,7.3,3.1,20.45,6.54,0.34,0.65,0.24,2.28
1174898.0,5.1,2.0,18.22,1.81,0.07,4.07,2.6,2.57
1311574.0,4.6,0.8,20.199999999999996,4.98,2.94,0.59,3.32,2.97
933244.0,7.8,3.9,27.53,0.0,3.45,7.32,2.94,2.12
1324339.0,5.2,2.2,26.889999999999997,4.84,5.98,3.57,2.45,2.65
1315730.0,6.6,1.6,29.69,8.09,1.28,3.32,4.67,4.13
1384007.0,6.3,2.8,25.58,1.41,1.97,6.27,3.18,3.65
1305877.0,5.5,1.7,21.09,1.59,0.31,3.9,4.3,3.79
1315786.0,4.9,0.9,17.91,1.16,3.58,1.83,2.81,2.73
1391320.0,7.1,3.6,34.550000000000004,8.14,5.33,5.1,3.83,1.45
1509507.0,3.7,2.2,14.22,3.81,1.9,2.12,0.0,0.49
1316301.0,5.3,0.8,20.68,5.5,3.68,0.49,2.12,2.79
1233563.0,4.5,2.1,24.43,4.72,2.89,3.51,3.27,3.44
1319998.0,4.9,1.0,15.39,6.53,1.81,1.15,0.0,0.0
1723628.0,3.9,2.6,18.939999999999998,4.09,2.29,0.19,2.93,2.94
1305855.0,5.3,2.5,16.69,3.0,2.7,2.53,0.0,0.66
1321539.0,7.1,1.3,25.48,3.67,4.31,3.19,2.66,3.25
965516.0,7.6,4.2,25.89,0.9,2.52,3.76,1.57,5.34
1301748.0,4.4,1.8,19.830000000000005,4.94,3.62,1.48,3.49,0.1
1321704.0,5.7,1.1,28.319999999999997,4.67,5.43,6.02,2.38,3.02
1396939.0,5.7,3.6,16.04,1.43,0.54,3.03,0.0,1.74
1381504.0,3.8,1.8,17.08,0.56,3.78,2.71,1.39,3.04
1323400.0,5.9,1.2,14.05,1.57,0.39,1.83,0.58,2.58
1259516.0,6.1,3.2,21.880000000000003,3.18,0.0,0.08,4.25,5.07
1076253.0,7.1,2.1,23.95,5.88,2.03,4.05,1.02,1.77
1324959.0,9.2,1.1,25.45,2.24,2.43,3.71,2.87,3.9
590068.0,10.9,4.0,33.29,6.53,1.56,1.19,3.11,6.0
1428784.0,2.5,1.8,19.94,2.71,3.01,4.53,2.07,3.32
1325148.0,5.9,1.0,23.78,6.55,1.27,5.41,3.37,0.28
1258156.0,8.3,3.3,31.17,6.23,4.61,4.96,0.55,3.22
1080504.0,5.6,2.4,26.5,5.71,4.04,5.36,0.0,3.39
1325331.0,5.5,1.2,20.75,2.82,2.36,4.71,0.44,3.72
837797.0,9.3,3.9,30.709999999999994,3.34,4.15,0.52,6.35,3.15
1178329.0,4.8,2.4,16.859999999999996,3.5,0.0,3.27,2.4,0.49
1327009.0,4.6,1.1,12.919999999999998,0.69,1.47,1.3,2.68,1.08
1333486.0,6.2,2.8,27.560000000000002,0.91,4.5,7.14,3.02,2.99
1255652.0,5.4,2.2,25.45,7.19,1.61,1.38,2.56,5.11
1329718.0,6.0,1.3,17.53,0.19,2.81,1.59,0.12,5.52
1175259.0,8.6,3.5,23.87,6.22,1.02,1.73,0.0,2.8
1313366.0,4.9,1.6,23.250000000000004,6.05,2.55,4.89,1.3,1.96
1330019.0,6.5,1.4,22.019999999999996,0.0,5.21,2.16,2.17,4.58
1410853.0,5.7,3.2,25.25,4.3,2.01,2.63,4.26,3.15
1367529.0,4.7,1.5,16.34,5.64,0.22,0.82,1.28,2.18
1330559.0,4.9,0.9,19.090000000000003,3.24,4.45,2.94,0.83,1.83
1302972.0,4.9,3.4,19.82,2.64,1.53,6.27,0.0,1.08
1337027.0,5.9,2.0,27.87,3.92,3.26,3.16,3.76,5.87
1331961.0,7.3,1.5,19.770000000000003,3.75,0.0,3.91,1.1,2.21
860673.0,9.6,3.2,24.730000000000004,1.73,2.55,2.23,4.44,0.98
1326981.0,4.6,2.0,18.74,0.66,3.62,2.96,2.92,1.98
1332499.0,6.9,1.8,21.130000000000006,4.11,3.57,0.67,2.3,1.78
1409930.0,4.5,3.4,15.94,4.55,0.48,3.01,0.0,0.0
1381697.0,4.3,2.3,26.630000000000003,7.54,2.85,4.39,2.62,2.63
1332899.0,4.9,1.0,16.34,4.25,3.52,0.42,0.34,1.91
1295230.0,4.2,2.4,18.68,0.0,3.91,2.67,1.74,3.76
1333147.0,5.7,1.4,22.769999999999996,2.76,4.52,3.92,0.36,4.11
1217785.0,6.4,3.4,23.64,4.63,2.62,1.05,3.59,1.95
1351610.0,4.8,1.8,17.709999999999997,5.35,1.7,4.06,0.0,0.0
1334577.0,6.5,1.5,16.96,2.62,1.67,1.53,1.3,1.84
1130324.0,6.7,2.9,19.39,2.37,3.22,3.03,0.0,1.17
1334720.0,8.2,0.8,24.759999999999998,5.36,1.27,5.84,1.12,2.17
979444.0,4.6,3.8,25.51,4.04,2.98,4.98,2.99,2.12
1473231.0,5.6,2.3,18.68,5.02,2.09,1.14,0.0,2.53
1336189.0,4.7,0.7,22.67,7.78,1.44,1.68,1.84,4.53
1336597.0,6.9,2.8,32.94,8.11,3.47,3.26,7.4,1.0
1688688.0,3.0,1.7,18.14,1.25,1.16,4.59,3.45,2.99
1336250.0,4.7,1.0,20.05,4.96,1.94,5.1,0.0,2.35
1397093.0,5.3,3.8,16.14,0.0,0.83,0.09,2.84,3.28
1676872.0,4.0,1.5,17.240000000000002,5.1,3.32,0.22,0.32,2.78
1336542.0,7.3,0.9,17.779999999999998,3.53,4.9,0.0,1.15,0.0
1108553.0,7.3,3.3,20.18,2.99,3.03,2.57,0.0,0.99
1279033.0,5.8,2.2,17.89,3.69,2.66,3.54,0.0,0.0
1337045.0,5.9,1.6,17.71,0.0,4.24,0.57,3.48,1.92
1328682.0,6.2,3.8,27.29,5.67,3.76,2.52,2.36,2.98
1380433.0,4.0,1.8,19.29,2.11,2.89,1.79,2.47,4.23
1337580.0,4.5,1.1,14.990000000000002,0.4,3.77,2.71,0.39,2.12
1305912.0,5.6,4.0,17.610000000000003,0.0,2.95,3.37,0.0,1.69
1334191.0,4.7,1.8,17.07,1.95,1.93,2.14,2.67,1.88
1337858.0,6.4,0.9,19.930000000000003,7.26,1.54,3.71,0.0,0.12
1402384.0,4.7,1.7,24.630000000000003,5.24,1.22,4.72,4.39,2.66
1338797.0,4.8,0.8,19.700000000000003,2.06,4.19,3.46,2.2,2.19
1458759.0,6.1,3.3,23.909999999999997,5.26,0.59,3.56,4.74,0.36
1392212.0,3.2,2.0,19.529999999999998,7.86,3.73,1.15,0.0,1.59
1339353.0,6.2,1.0,20.099999999999998,5.13,1.53,1.59,2.31,2.34
1375371.0,3.7,1.9,19.75,2.94,5.31,2.96,0.0,2.94
