basari_sirasi,ayt_matematik,ayt_edebiyat,ayt_cografya1,toplam_net
1232748.0,2.1,4.5,2.3,8.899999999999999
1653608.0,0.6,4.0,0.9,5.5
1622311.0,-0.1,3.6,1.6,5.1
1658658.0,0.9,6.3,1.4,8.6
869360.0,1.4,9.2,4.0,14.6
1701780.0,0.6,3.1,1.5,5.2
1662705.0,0.4,3.5,1.0,4.9
1630031.0,0.1,4.0,3.5,7.6
1483947.0,0.2,3.9,1.2,5.3
1667324.0,1.4,3.0,0.0,4.4
1666123.0,0.4,2.6,1.6,4.6
1670409.0,0.8,3.9,1.2,5.9
1688060.0,-0.3,2.6,1.8,4.1000000000000005
1671013.0,1.2,3.0,0.7,4.9
1542252.0,0.8,5.3,3.1,9.2
1658553.0,1.2,1.2,1.5,3.9
1700285.0,0.8,3.5,0.8,5.1
983402.0,1.4,8.6,2.3,12.3
1715212.0,3.1,8.1,1.1,12.3
492628.0,5.0,11.9,3.9,20.8
1703806.0,-0.3,1.2,1.1,2.0
1720005.0,0.3,4.8,1.0,6.1
1661865.0,-0.2,2.1,0.5,2.4000000000000004
1727243.0,0.4,1.5,0.1,2.0
1226306.0,0.9,5.8,2.6,9.3
1731312.0,1.4,5.3,0.8,7.499999999999999
952599.0,2.9,8.6,4.1,15.6
1557938.0,0.4,4.5,1.9,6.800000000000001
1742815.0,1.2,3.9,0.9,6.0
1379810.0,1.3,4.8,2.0,8.1
1745410.0,0.4,1.8,0.8,3.0
1658122.0,0.3,2.4,1.4,4.1
1748292.0,0.8,5.9,1.0,7.7
800559.0,1.7,7.8,3.9,13.4
1540552.0,-0.0,3.0,2.1,5.1
1756581.0,0.1,2.6,1.0,3.7
1694887.0,0.5,3.3,1.0,4.8
1759722.0,0.3,3.5,0.5,4.3
1656376.0,0.9,3.0,2.6,6.5
1700740.0,1.6,1.7,2.7,6.0
1761020.0,0.5,4.3,0.6,5.4
1476267.0,0.4,5.5,3.5,9.4
1631951.0,0.6,1.8,0.8,3.2
1761423.0,1.2,1.4,0.3,2.8999999999999995
1682326.0,0.3,3.7,2.5,6.5
1790108.0,0.9,3.0,0.5,4.4
1702660.0,0.2,1.9,1.1,3.2
1793455.0,0.8,3.2,0.3,4.3
1325715.0,-0.6,3.8,2.2,5.4
1802036.0,2.9,3.1,0.2,6.2
1321004.0,0.1,4.0,2.4,6.5
1803524.0,0.4,2.6,1.0,4.0
1701307.0,0.5,2.8,-1.4,1.9
1807514.0,-1.6,3.3,1.0,2.7
1519061.0,-0.7,3.8,2.1,5.199999999999999
1812802.0,0.4,4.4,0.6,5.4
1703529.0,-0.6,4.1,1.1,4.6
1816297.0,0.5,4.7,0.6,5.8
1249792.0,0.0,5.6,2.6,8.2
1820318.0,0.3,5.2,1.0,6.5
1577221.0,-2.0,6.5,2.2,6.7
1823903.0,1.4,0.8,0.1,2.3000000000000003
1186323.0,1.2,6.1,2.2,9.5
1830569.0,1.2,5.7,1.1,8.0
865291.0,2.9,9.3,3.4,15.6
1832201.0,0.7,-0.6,0.2,0.3
954442.0,1.8,8.0,2.4,12.2
1838351.0,2.3,7.1,1.4,10.8
562940.0,4.1,11.9,4.2,20.2
1528451.0,0.1,3.9,2.0,6.0
1842416.0,2.3,6.2,0.7,9.2
705444.0,4.8,7.9,3.6,16.3
1698479.0,0.6,3.2,1.2,5.0
1853011.0,1.6,3.7,0.2,5.500000000000001
1067806.0,1.6,7.0,3.8,12.4
1703791.0,0.2,2.2,1.5,3.9
1854174.0,0.8,2.9,0.6,4.3
124323.0,10.4,18.2,3.7,32.300000000000004
1512463.0,0.2,3.0,-0.2,3.0
1440832.0,0.3,3.2,2.4,5.9
1556892.0,1.4,1.4,0.5,3.3
1337495.0,1.2,6.2,1.7,9.1
151901.0,4.5,18.2,4.8,27.5
1297653.0,0.0,2.0,3.8,5.8
371225.0,4.5,10.5,4.8,19.8
1118763.0,1.6,6.4,1.9,9.9
197638.0,5.7,18.2,4.1,28.0
903079.0,1.8,8.8,2.6,13.2
651934.0,1.8,10.0,2.8,14.6
1529832.0,0.2,3.6,1.6,5.4
389202.0,5.8,13.3,2.9,22.0
1543285.0,0.3,3.0,1.7,5.0
124177.0,9.4,16.7,3.5,29.6
104078.0,18.4,16.3,4.3,39.0
1203492.0,1.5,5.4,2.4,9.3
553734.0,4.4,11.0,3.9,19.3
293299.0,3.2,14.1,4.8,22.1
1666647.0,-0.3,3.9,2.2,5.800000000000001
961833.0,1.3,9.3,2.4,13.000000000000002
360970.0,6.7,14.2,4.1,25.0
1614278.0,-0.2,3.7,2.8,6.3
367311.0,4.9,13.8,3.6,22.300000000000004
1690531.0,-0.5,2.8,0.9,3.2
386287.0,6.0,7.9,4.0,17.9
1214685.0,2.1,5.3,2.8,10.2
285565.0,4.4,17.0,3.6,25.0
122108.0,8.8,14.0,3.5,26.3
700131.0,6.1,5.0,3.5,14.6
55014.0,14.8,18.1,3.9,36.8
323918.0,4.7,14.9,3.0,22.6
175784.0,7.4,17.7,3.4,28.5
195881.0,8.2,16.0,3.5,27.7
416426.0,3.4,13.5,3.6,20.5
654118.0,2.4,11.1,2.8,16.3
512588.0,3.6,11.4,2.9,17.9
267880.0,7.0,14.1,3.6,24.700000000000003
325338.0,3.0,15.2,2.8,21.0
888061.0,1.1,7.1,3.5,11.7
431031.0,4.5,10.2,3.2,17.9
120413.0,18.8,15.2,3.8,37.8
118095.0,9.7,17.4,3.6,30.7
1468565.0,1.4,3.8,2.0,7.199999999999999
421534.0,-0.2,11.0,5.0,15.8
1350927.0,0.3,3.8,1.1,5.199999999999999
1673665.0,0.5,2.8,1.9,5.199999999999999
1633063.0,1.0,1.8,1.5,4.3
1331128.0,0.5,4.5,1.8,6.8
1630390.0,1.0,3.6,1.7,6.3
1579041.0,2.5,3.7,2.5,8.7
1611884.0,-1.4,1.1,2.2,1.9000000000000004
553633.0,3.6,11.1,3.0,17.7
319496.0,5.2,11.2,3.3,19.7
1432271.0,0.3,4.5,1.7,6.5
1466586.0,0.8,3.1,1.3,5.2
1427472.0,0.3,3.8,1.9,6.0
1186972.0,0.9,5.2,2.4,8.5
1453056.0,0.9,3.7,2.0,6.6000000000000005
1596097.0,1.2,1.5,-0.2,2.5
1703701.0,-0.6,2.7,1.5,3.6
281510.0,0.0,19.2,3.5,22.7
1246734.0,1.0,5.4,2.3,8.7
282114.0,7.0,15.2,2.2,24.4
579114.0,3.2,9.2,3.1,15.499999999999998
1440958.0,1.0,5.1,1.9,8.0
1389073.0,1.3,2.6,2.4,6.300000000000001
1555464.0,1.1,4.3,1.3,6.7
124930.0,9.4,17.0,3.7,30.1
121492.0,17.6,15.7,4.6,37.9
294451.0,3.6,14.4,4.2,22.2
1103540.0,1.9,7.6,2.5,12.0
505021.0,4.3,12.4,4.2,20.9
804686.0,2.6,7.2,2.4,12.2
124366.0,9.7,16.2,3.2,29.1
105855.0,18.8,15.5,4.4,38.7
372007.0,3.7,15.2,3.2,22.1
1675910.0,-0.1,4.3,1.9,6.1
972507.0,2.8,8.7,3.5,15.0
1387096.0,1.2,3.9,2.0,7.1
1376482.0,1.3,4.4,2.1,7.800000000000001
1699489.0,0.4,3.3,1.6,5.3
885795.0,3.5,6.2,3.4,13.1
1667960.0,1.9,2.4,0.8,5.1
1058836.0,1.9,6.2,3.4,11.5
822736.0,2.1,11.2,2.8,16.099999999999998
532480.0,3.0,9.9,4.4,17.3
1216633.0,0.7,7.0,2.3,10.0
667955.0,2.7,12.5,3.4,18.6
291565.0,3.8,16.1,3.7,23.6
1425540.0,1.2,4.0,1.8,7.0
1405340.0,1.3,4.4,1.7,7.4
853307.0,2.1,6.6,2.7,11.4
1286918.0,1.0,3.5,2.2,6.7
805401.0,1.5,8.3,6.0,15.8
1643810.0,-2.8,0.0,-0.2,-3.0
1047325.0,0.9,5.8,2.2,8.9
213051.0,5.7,16.0,3.4,25.1
121551.0,13.8,14.8,2.9,31.5
116800.0,16.0,15.0,4.2,35.2
784572.0,2.2,6.2,1.0,9.4
290595.0,2.6,14.1,1.6,18.3
408279.0,3.8,12.7,3.1,19.6
1132728.0,1.6,1.8,1.4,4.800000000000001
1300531.0,0.1,2.9,2.7,5.7
1213469.0,1.2,7.7,3.2,12.1
1261943.0,-1.2,7.2,1.2,7.2
1703683.0,-1.4,1.9,-0.2,0.3
273154.0,5.7,13.2,2.9,21.8
1525440.0,-1.5,4.2,1.2,3.9
1686462.0,0.5,3.0,2.0,5.5
1567259.0,0.2,2.1,3.9,6.2
1516493.0,0.9,6.3,1.8,9.0
721104.0,3.3,3.9,2.9,10.1
1692187.0,1.0,2.9,1.6,5.5
119395.0,10.0,17.9,3.7,31.6
1553078.0,0.0,4.4,1.8,6.2
1199903.0,1.4,6.7,3.6,11.7
1264453.0,2.0,0.0,0.0,2.0
543488.0,-0.2,10.2,2.2,12.2
980683.0,7.5,0.3,-0.3,7.5
910619.0,0.8,6.5,1.9,9.2
888773.0,2.8,5.0,2.3,10.1
150672.0,4.5,15.2,5.0,24.7
1511212.0,0.1,7.3,2.3,9.7
1395661.0,-0.5,7.8,0.0,7.3
190474.0,5.1,17.3,3.8,26.2
1153172.0,0.8,6.2,2.2,9.2
1393999.0,1.0,5.5,2.5,9.0
739853.0,3.0,9.6,4.3,16.9
1583715.0,0.2,6.9,2.2,9.3
1141657.0,1.8,9.4,2.5,13.7
608860.0,3.9,10.3,3.2,17.400000000000002
74352.0,14.2,18.5,3.9,36.6
1081213.0,1.1,5.2,2.5,8.8
166331.0,9.1,15.5,2.9,27.5
1564323.0,0.5,6.1,2.3,8.899999999999999
852469.0,1.7,9.4,3.1,14.2
1007197.0,1.7,6.0,2.7,10.4
1371148.0,-0.2,3.9,2.5,6.199999999999999
1320287.0,3.1,0.5,3.1,6.7
1687264.0,-0.4,2.2,1.0,2.8000000000000003
1690428.0,0.5,2.5,1.6,4.6
113505.0,11.0,17.4,3.0,31.4
116464.0,8.8,18.0,3.6,30.4
1650775.0,-1.9,5.0,0.8,3.9
1666165.0,-1.4,5.0,-0.6,3.0
1702074.0,-0.1,2.2,0.7,2.8
1556854.0,-1.2,0.2,1.5,0.5
1565062.0,0.3,3.0,1.4,4.699999999999999
1662373.0,-1.2,2.2,0.2,1.2000000000000002
1522748.0,0.2,5.2,1.0,6.4
1617108.0,0.1,1.8,2.3,4.2
1623702.0,-0.4,0.0,1.9,1.5
1107365.0,0.0,3.5,1.2,4.7
1262513.0,-0.6,4.4,2.9,6.7
1383380.0,1.2,5.8,2.2,9.2
1343140.0,1.3,4.5,1.6,7.4
1682578.0,3.2,-1.4,0.0,1.8000000000000005
1276885.0,1.3,3.9,2.6,7.800000000000001
102272.0,14.8,14.5,2.2,31.5
1411244.0,-0.1,2.6,3.1,5.6
928994.0,2.8,5.5,2.2,10.5
1700131.0,-1.0,2.2,1.2,2.4000000000000004
1347142.0,0.7,3.6,1.9,6.199999999999999
1215071.0,1.3,4.6,2.4,8.299999999999999
150847.0,13.8,16.8,3.8,34.4
1450436.0,1.3,3.0,1.4,5.699999999999999
830823.0,2.4,7.3,2.6,12.3
1115869.0,1.2,3.0,1.5,5.7
1032868.0,2.4,7.7,2.4,12.5
1178839.0,1.4,6.4,2.2,10.0
1384805.0,0.3,3.1,2.4,5.8
1363757.0,1.2,2.8,1.2,5.2
1670010.0,1.0,4.2,2.2,7.4
1625279.0,-0.2,3.6,1.3,4.7
1012779.0,2.5,7.8,2.5,12.8
1218277.0,1.9,3.9,2.5,8.3
467602.0,4.2,13.8,3.3,21.3
635115.0,2.3,8.9,3.0,14.2
1036517.0,2.0,7.8,2.0,11.8
1308582.0,0.5,4.0,2.3,6.8
326453.0,4.7,17.2,4.2,26.1
227754.0,5.0,16.1,3.2,24.3
277434.0,4.6,16.5,3.7,24.8
1192258.0,0.8,4.5,1.7,7.0
1683585.0,-0.2,2.5,1.0,3.3
631462.0,2.9,10.9,3.4,17.2
1281563.0,0.8,6.3,2.5,9.6
164027.0,5.5,12.0,2.2,19.7
1555082.0,1.2,6.1,3.0,10.3
298547.0,5.1,15.6,3.4,24.1
1484839.0,0.8,4.0,1.6,6.4
1498227.0,0.7,3.2,1.9,5.800000000000001
1362270.0,2.1,4.1,1.5,7.699999999999999
780242.0,2.9,8.5,4.2,15.6
1114003.0,0.3,6.8,2.7,9.8
578463.0,1.5,11.2,4.2,16.9
59285.0,19.4,18.0,3.6,41.0
281271.0,5.7,16.6,3.4,25.7
1601396.0,0.5,7.0,1.9,9.4
877848.0,3.2,11.4,3.4,18.0
1423242.0,0.4,5.2,1.9,7.5
872000.0,1.1,9.8,3.3,14.2
1614253.0,0.6,2.8,1.9,5.3
803761.0,2.6,8.8,4.0,15.4
1657381.0,0.7,3.8,0.5,5.0
786422.0,3.2,6.9,3.8,13.900000000000002
1528150.0,0.6,3.3,2.2,6.1
973373.0,2.6,7.1,3.0,12.7
1703738.0,-0.3,3.1,1.6,4.4
1053008.0,1.3,8.8,3.0,13.1
1661053.0,0.2,2.9,1.1,4.2
884942.0,1.2,9.2,3.6,13.999999999999998
1689916.0,-1.8,4.6,1.6,4.4
1265535.0,0.1,6.3,3.2,9.6
1510132.0,0.4,2.6,1.1,4.1
1180770.0,-0.2,8.2,3.5,11.5
1507893.0,0.2,5.0,4.4,9.6
291537.0,4.4,15.4,2.4,22.2
1695943.0,-0.5,1.4,1.1,2.0
1612381.0,5.2,1.7,0.9,7.800000000000001
961894.0,1.3,8.3,4.4,14.000000000000002
871164.0,2.0,6.4,2.5,10.9
185248.0,7.6,16.4,2.8,26.8
105618.0,11.5,16.7,3.7,31.9
85187.0,20.2,16.4,4.5,41.1
297987.0,3.7,15.8,3.2,22.7
260520.0,8.9,16.0,4.2,29.1
1161355.0,0.7,7.0,2.4,10.1
637428.0,2.5,11.1,4.1,17.7
1701580.0,-0.3,4.1,1.0,4.8
1182820.0,1.4,8.7,3.9,14.0
356016.0,4.6,12.5,3.8,20.9
124395.0,9.2,17.0,3.7,29.9
1637200.0,-0.6,4.5,1.6,5.5
1634761.0,1.6,5.5,2.2,9.3
1328838.0,1.2,5.1,1.9,8.2
124686.0,10.2,17.3,3.7,31.2
78781.0,21.7,16.5,4.5,42.7
1636696.0,0.5,4.2,2.5,7.2
654961.0,4.6,11.2,3.8,19.6
1378599.0,0.2,4.9,2.3,7.4
1681996.0,0.4,2.7,1.9,5.0
1233364.0,2.8,4.0,3.5,10.3
299881.0,2.8,15.8,4.1,22.700000000000003
1350956.0,0.4,4.6,2.3,7.3
459612.0,4.0,13.1,3.7,20.8
256406.0,3.2,14.9,3.4,21.5
976610.0,1.6,7.5,3.0,12.1
1691834.0,-0.9,4.2,1.0,4.300000000000001
1129022.0,1.8,7.3,3.1,12.2
1590529.0,0.4,4.2,1.7,6.300000000000001
827452.0,2.3,11.3,3.3,16.900000000000002
1628351.0,0.1,3.0,1.7,4.8
949968.0,2.8,7.8,4.0,14.6
1683274.0,0.3,3.2,1.9,5.4
903287.0,2.1,7.5,3.7,13.3
955594.0,0.6,7.0,2.3,9.9
818472.0,3.6,7.1,4.6,15.3
1158997.0,0.6,5.5,2.8,8.899999999999999
944195.0,2.3,7.1,3.1,12.499999999999998
1194209.0,0.5,4.8,2.2,7.5
660489.0,3.0,10.1,3.9,17.0
1630302.0,0.5,3.0,1.5,5.0
791054.0,3.1,7.0,3.9,14.0
1662033.0,0.8,2.5,1.6,4.9
791005.0,2.5,8.3,3.6,14.4
1471066.0,0.6,3.4,2.2,6.2
839103.0,2.1,9.3,4.0,15.4
1525834.0,0.5,3.7,2.2,6.4
1070515.0,1.2,7.4,3.2,11.8
1702321.0,0.0,2.9,2.0,4.9
978388.0,2.1,8.3,3.4,13.8
1694564.0,-0.1,2.2,1.0,3.1
1165056.0,0.8,5.6,4.2,10.6
1413955.0,1.0,4.8,1.6,7.4
1208608.0,0.8,7.6,3.8,12.2
1627079.0,0.4,4.0,1.0,5.4
1223621.0,1.6,7.1,3.8,12.5
1695158.0,1.1,4.5,2.2,7.8
734662.0,2.7,8.3,4.3,15.3
1483035.0,1.1,2.8,1.7,5.6
188344.0,6.9,15.7,3.3,25.9
1524392.0,0.6,2.4,1.6,4.6
252163.0,5.2,15.6,3.2,24.0
1479668.0,0.0,3.2,0.0,3.2
346306.0,6.8,7.0,6.0,19.8
374122.0,2.5,15.4,3.0,20.9
1679193.0,0.8,4.4,1.6,6.800000000000001
1703191.0,0.8,3.0,1.1,4.9
996280.0,1.6,9.6,4.1,15.3
257930.0,6.7,14.3,4.1,25.1
1680943.0,0.4,5.0,1.9,7.300000000000001
952778.0,1.8,7.5,2.3,11.6
578153.0,4.7,9.5,4.1,18.3
1679005.0,0.6,2.9,1.2,4.7
1217897.0,0.6,6.1,1.4,8.1
148719.0,6.7,18.6,4.2,29.5
256864.0,5.1,14.6,4.1,23.8
288169.0,9.1,15.0,4.5,28.6
250736.0,2.9,19.0,3.4,25.3
914866.0,1.8,9.6,3.0,14.4
1160912.0,1.6,8.3,2.8,12.7
1697910.0,-0.2,4.4,1.5,5.7
480535.0,3.7,11.7,3.2,18.6
453865.0,3.0,13.1,3.2,19.3
83880.0,12.3,17.6,3.8,33.7
401575.0,4.0,13.8,3.2,21.0
365960.0,2.8,14.9,3.5,21.2
1043139.0,1.5,8.6,2.5,12.6
344712.0,5.0,12.9,3.2,21.1
724572.0,2.2,11.2,3.2,16.599999999999998
832320.0,1.9,9.6,3.1,14.6
184817.0,7.4,16.7,3.6,27.700000000000003
209736.0,6.6,16.6,3.6,26.800000000000004
294897.0,3.9,16.4,3.5,23.8
296657.0,4.9,14.8,3.8,23.500000000000004
1623352.0,1.1,7.3,2.6,11.0
1298726.0,0.7,7.4,2.8,10.9
1668610.0,0.7,7.9,2.4,11.0
1124230.0,1.6,9.8,3.4,14.8
968850.0,2.3,9.4,3.0,14.7
1548938.0,0.5,7.2,2.4,10.1
1694489.0,0.0,5.0,1.8,6.8
631497.0,2.7,10.7,3.0,16.4
431170.0,3.1,13.1,3.4,19.6
328669.0,5.7,14.9,3.5,24.1
215453.0,8.4,16.5,3.6,28.5
1027770.0,1.5,5.0,2.7,9.2
813524.0,1.0,6.5,1.5,9.0
276527.0,7.3,11.9,2.4,21.6
263806.0,5.1,14.0,4.1,23.200000000000003
866315.0,-1.2,6.5,2.2,7.5
947125.0,2.4,6.9,2.4,11.7
319270.0,3.4,13.7,3.6,20.7
1402326.0,0.0,2.0,-0.8,1.2
1354134.0,0.9,4.1,1.8,6.8
282989.0,5.0,12.4,3.2,20.6
1285823.0,-0.8,1.5,1.0,1.7
1342726.0,1.1,5.3,2.1,8.5
322982.0,4.2,12.2,3.0,19.4
1268396.0,1.2,2.2,3.5,6.9
1262344.0,0.6,5.3,2.5,8.399999999999999
294238.0,7.2,10.8,3.0,21.0
1122032.0,1.0,6.6,2.6,10.2
1000582.0,-0.8,2.5,2.2,3.9
124614.0,8.3,17.6,3.9,29.8
254688.0,7.4,15.9,3.5,26.8
1670575.0,0.4,3.6,2.9,6.9
378204.0,3.5,13.4,3.6,20.5
1265013.0,1.1,4.9,2.4,8.4
404803.0,1.4,12.9,2.8,17.1
1681459.0,0.6,2.9,1.1,4.6
394814.0,3.4,13.5,2.2,19.1
1671132.0,-0.1,4.1,1.9,5.9
854121.0,1.9,7.4,3.7,13.0
888159.0,1.8,9.0,2.9,13.7
468679.0,4.8,13.3,4.2,22.3
96196.0,11.9,17.7,3.8,33.4
123409.0,8.4,17.4,4.0,29.8
1563420.0,0.5,4.5,2.2,7.2
1030818.0,1.1,8.4,4.0,13.5
270136.0,5.0,17.0,3.5,25.5
1632222.0,0.4,4.3,1.5,6.2
1028828.0,0.9,10.5,3.1,14.5
289020.0,3.3,15.1,4.6,23.0
1667895.0,0.1,3.7,2.3,6.1
1053932.0,1.4,10.6,3.3,15.3
1702850.0,0.3,4.7,2.0,7.0
1086662.0,2.6,8.7,3.2,14.5
583751.0,2.7,12.1,3.0,17.8
397770.0,5.7,13.6,4.0,23.3
94807.0,9.9,19.9,4.1,33.9
1141788.0,1.5,4.2,2.5,8.2
692182.0,1.3,8.1,3.0,12.4
933900.0,4.5,4.8,2.0,11.3
1635944.0,3.0,2.4,1.0,6.4
818460.0,1.6,9.2,2.8,13.599999999999998
1143911.0,0.2,6.4,2.7,9.3
918103.0,0.5,7.1,2.5,10.1
1483526.0,0.8,8.0,1.5,10.3
1701020.0,-1.5,-2.5,1.2,-2.8
1604269.0,-0.3,0.8,1.5,2.0
803836.0,2.8,4.8,2.6,10.2
299551.0,5.0,13.6,3.5,22.1
408997.0,2.0,13.0,2.9,17.9
1584302.0,-2.8,3.0,1.0,1.2000000000000002
360491.0,3.6,8.9,2.3,14.8
110689.0,12.3,18.0,3.8,34.1
299154.0,8.1,12.0,3.1,23.200000000000003
206782.0,10.2,8.5,2.4,21.1
1130397.0,1.4,5.3,2.4,9.1
1088462.0,1.1,6.8,2.6,10.5
307364.0,13.6,6.3,2.6,22.5
84761.0,13.5,18.0,3.6,35.1
878391.0,2.7,7.6,2.7,13.0
462631.0,5.4,11.2,3.9,20.5
1335152.0,1.3,5.6,2.6,9.5
1277679.0,0.9,5.2,2.0,8.100000000000001
483566.0,2.3,16.5,2.4,21.2
1499510.0,0.7,5.7,2.4,8.8
589369.0,2.3,10.3,2.8,15.400000000000002
228617.0,4.1,16.8,3.9,24.8
911277.0,2.6,7.5,2.8,12.9
150605.0,6.9,17.3,3.7,27.9
953917.0,1.4,6.3,2.6,10.3
373937.0,3.5,13.2,3.7,20.4
89550.0,12.1,17.0,3.5,32.6
1335883.0,0.9,3.5,2.1,6.5
1173543.0,1.0,5.3,2.4,8.7
285419.0,3.7,15.8,3.6,23.1
643675.0,1.9,11.1,2.8,15.8
971583.0,1.6,6.3,2.5,10.4
1342597.0,0.5,5.1,2.2,7.8
244356.0,4.1,16.0,3.5,23.6
1700039.0,-1.8,1.5,-0.5,-0.8
1653302.0,0.0,3.8,1.3,5.1
1576442.0,-1.2,2.5,1.0,2.3
1700073.0,-0.6,1.0,1.4,1.7999999999999998
1587546.0,1.2,0.2,1.0,2.4
1456913.0,2.0,2.0,0.0,4.0
1548546.0,-1.2,3.5,1.4,3.7
1542845.0,0.2,3.6,2.1,5.9
1669133.0,0.1,2.2,1.8,4.1000000000000005
119975.0,12.6,15.5,3.1,31.200000000000003
282173.0,3.4,15.4,4.0,22.8
1419369.0,1.0,5.3,1.0,7.3
254844.0,0.2,13.0,4.1,17.299999999999997
1554180.0,0.2,3.6,1.1,4.9
1387922.0,0.0,4.2,2.6,6.800000000000001
649021.0,2.9,9.6,3.1,15.6
140219.0,9.7,16.4,3.8,29.9
776004.0,2.2,10.7,2.9,15.8
297934.0,7.0,15.1,3.8,25.9
1698611.0,0.7,3.2,1.2,5.1000000000000005
1639517.0,0.4,2.8,1.5,4.699999999999999
1460875.0,1.3,3.4,2.2,6.9
1528423.0,0.0,1.8,0.8,2.6
1234232.0,0.0,5.0,3.5,8.5
1036664.0,0.8,9.5,5.0,15.3
1637106.0,-0.5,2.3,1.1,2.9
293336.0,7.1,13.9,3.9,24.9
1590275.0,0.0,3.0,2.2,5.2
1666720.0,0.1,3.3,1.3,4.7
1554496.0,-0.1,0.9,1.0,1.8
524131.0,2.0,11.3,2.9,16.2
1454263.0,-1.4,4.5,-0.6,2.5
90950.0,11.8,16.7,3.8,32.3
123712.0,6.4,17.2,3.2,26.8
1117919.0,0.4,5.0,2.4,7.800000000000001
187368.0,7.2,16.9,2.4,26.5
719681.0,2.0,8.1,2.8,12.9
1321423.0,-0.5,6.2,0.5,6.2
1703603.0,-2.8,4.5,1.6,3.3000000000000003
1546543.0,0.6,4.1,2.0,6.699999999999999
806816.0,2.2,6.9,3.3,12.400000000000002
674866.0,3.1,6.8,3.0,12.9
1560821.0,-0.5,0.2,2.2,1.9
854945.0,0.8,8.5,5.0,14.3
1354610.0,0.0,2.5,2.2,4.7
124752.0,9.3,17.8,3.7,30.8
116611.0,17.0,15.4,4.5,36.9
583347.0,2.3,9.3,3.5,15.1
468581.0,4.6,12.6,4.4,21.6
390271.0,4.4,12.4,3.2,20.0
1221546.0,2.0,4.0,4.8,10.8
800599.0,2.3,6.0,2.6,10.9
289828.0,15.9,12.4,2.6,30.9
670964.0,2.0,8.4,3.3,13.7
240073.0,5.9,16.4,2.7,25.0
1354486.0,0.8,6.8,3.5,11.1
1511960.0,-0.2,2.2,0.0,2.0
101299.0,11.9,17.0,3.5,32.4
861899.0,0.1,4.1,3.9,8.1
1293991.0,0.5,3.9,2.4,6.800000000000001
110242.0,12.8,13.9,3.5,30.200000000000003
389357.0,10.2,5.4,2.0,17.6
1611008.0,0.1,-0.1,1.1,1.1
1640538.0,0.0,2.6,1.2,3.8
1493821.0,0.9,2.6,2.1,5.6
1440420.0,2.9,1.4,1.4,5.699999999999999
1411252.0,2.2,2.7,1.6,6.5
968465.0,1.5,8.6,1.6,11.7
265153.0,9.1,14.4,4.0,27.5
110987.0,11.3,18.2,3.8,33.3
397202.0,4.1,12.8,3.1,20.0
200587.0,11.2,13.6,3.2,28.0
1311555.0,-2.0,2.2,2.2,2.4000000000000004
123582.0,9.5,17.1,3.5,30.1
1674065.0,-0.5,2.8,0.8,3.1
1687021.0,1.2,0.0,-0.2,1.0
1695017.0,0.5,3.3,1.6,5.4
1570989.0,0.2,3.0,1.0,4.2
626862.0,2.1,9.7,3.0,14.8
1211640.0,0.8,5.8,2.3,8.899999999999999
259973.0,4.0,16.1,3.6,23.700000000000003
1059311.0,0.9,7.4,2.7,11.0
424797.0,2.6,13.0,3.3,18.9
1312566.0,1.0,5.1,2.3,8.399999999999999
1484123.0,0.3,4.7,1.5,6.5
261984.0,4.0,16.4,3.5,23.9
168048.0,8.0,16.5,3.4,27.9
203886.0,7.3,17.2,3.9,28.4
231720.0,5.6,16.0,3.4,25.0
1392456.0,0.8,4.9,2.0,7.7
554803.0,5.6,10.9,3.6,20.1
114432.0,10.3,17.3,3.5,31.1
73821.0,13.2,17.0,3.9,34.1
122814.0,19.1,13.7,4.2,37.0
270601.0,0.0,18.0,4.0,22.0
1701046.0,-1.0,-1.8,2.2,-0.5999999999999996
1677876.0,-2.2,4.8,2.3,4.9
1621057.0,-0.5,2.0,2.2,3.7
1418524.0,-0.2,2.1,2.1,4.0
1228681.0,2.0,6.5,2.5,11.0
1369943.0,0.4,3.4,0.9,4.7
253749.0,1.2,20.8,2.5,24.5
1560429.0,0.2,1.5,3.5,5.2
124197.0,13.4,12.4,2.8,28.6
278374.0,1.6,15.5,3.5,20.6
1387164.0,0.0,5.4,3.3,8.7
1420462.0,0.0,1.0,1.8,2.8
1510131.0,-0.3,3.0,2.8,5.5
123295.0,8.0,17.5,2.9,28.4
124292.0,9.7,17.9,3.9,31.5
295179.0,4.7,16.3,2.7,23.7
1569453.0,0.0,3.0,1.8,4.8
1323865.0,0.0,3.9,1.9,5.8
1405483.0,1.6,2.2,0.6,4.4
1488169.0,-0.2,5.0,1.0,5.8
1525510.0,-0.2,2.6,1.5,3.9
1487933.0,-0.2,2.8,-0.2,2.3999999999999995
124190.0,10.7,17.4,3.7,31.8
1370244.0,0.0,4.2,1.0,5.2
1609201.0,0.0,3.5,0.2,3.7
294019.0,7.8,15.1,3.5,26.4
1649714.0,-0.8,3.4,1.6,4.199999999999999
1207686.0,-1.2,2.8,1.2,2.8
1373511.0,0.2,4.8,3.5,8.5
1598476.0,0.4,4.0,2.3,6.7
737330.0,3.0,7.8,2.7,13.5
758246.0,3.0,7.2,2.6,12.8
486774.0,4.6,11.8,3.6,20.0
1700108.0,-0.4,4.7,1.8,6.1
934683.0,2.7,6.3,4.0,13.0
123368.0,9.4,17.4,3.6,30.4
79133.0,19.6,17.1,4.6,41.3
1214393.0,1.1,4.9,2.4,8.4
