basari_sirasi,ayt_dil,toplam_net
131074.0,1.75,1.75
101987.0,26.5,26.5
88260.0,28.4,28.4
151735.0,3.23,3.23
102073.0,30.2,30.2
91325.0,28.2,28.2
127030.0,2.84,2.84
102281.0,34.7,34.7
65214.0,41.9,41.9
133435.0,3.96,3.96
102999.0,31.2,31.2
83146.0,35.6,35.6
93924.0,4.88,4.88
103377.0,34.6,34.6
117712.0,18.6,18.6
117126.0,4.39,4.39
104105.0,35.5,35.5
71612.0,46.6,46.6
143169.0,3.45,3.45
107080.0,30.5,30.5
102240.0,18.7,18.7
92543.0,1.29,1.29
107645.0,20.1,20.1
112511.0,15.5,15.5
139810.0,1.14,1.14
108254.0,25.7,25.7
87940.0,29.2,29.2
17046.0,1.91,1.91
108368.0,36.8,36.8
80046.0,42.5,42.5
102069.0,2.14,2.14
152543.0,1.47,1.47
108742.0,24.7,24.7
93309.0,20.9,20.9
134736.0,3.65,3.65
109189.0,28.6,28.6
78141.0,37.9,37.9
97370.0,1.11,1.11
109633.0,28.5,28.5
93560.0,30.1,30.1
52306.0,2.62,2.62
109635.0,48.4,48.4
36743.0,63.0,63.0
74978.0,3.58,3.58
110684.0,24.2,24.2
108511.0,4.42,4.42
111276.0,41.0,41.0
73587.0,42.9,42.9
103431.0,4.28,4.28
111291.0,26.9,26.9
111576.0,14.1,14.1
145455.0,4.28,4.28
112241.0,33.6,33.6
125117.0,4.18,4.18
114034.0,20.6,20.6
114497.0,14.4,14.4
119256.0,3.85,3.85
114315.0,24.3,24.3
152813.0,4.83,4.83
136904.0,2.93,2.93
115264.0,23.3,23.3
95845.0,23.8,23.8
115311.0,2.54,2.54
115456.0,19.4,19.4
123116.0,12.9,12.9
128708.0,4.01,4.01
116112.0,24.2,24.2
142714.0,1.82,1.82
117189.0,21.3,21.3
99769.0,19.6,19.6
135560.0,27.7,27.7
118305.0,18.5,18.5
120596.0,10.9,10.9
148148.0,4.58,4.58
118842.0,20.7,20.7
107370.0,16.0,16.0
152547.0,3.5,3.5
119124.0,30.2,30.2
140258.0,2.27,2.27
119691.0,27.8,27.8
98055.0,2.93,2.93
120672.0,22.8,22.8
42591.0,56.8,56.8
107508.0,1.36,1.36
120693.0,24.2,24.2
85919.0,28.5,28.5
133612.0,16.0,16.0
120746.0,17.2,17.2
130977.0,4.28,4.28
110434.0,19.0,19.0
121517.0,15.8,15.8
111302.0,29.8,29.8
140735.0,4.0,4.0
122518.0,23.0,23.0
122698.0,2.52,2.52
123875.0,44.0,44.0
50880.0,51.5,51.5
149173.0,1.68,1.68
124240.0,29.8,29.8
151214.0,1.3,1.3
128323.0,16.3,16.3
143094.0,1.16,1.16
129283.0,16.0,16.0
106788.0,1.74,1.74
131320.0,18.8,18.8
116210.0,10.8,10.8
143775.0,4.77,4.77
131915.0,13.8,13.8
114640.0,4.3,4.3
133091.0,24.1,24.1
148871.0,4.66,4.66
133530.0,41.7,41.7
61392.0,45.2,45.2
120656.0,4.67,4.67
134356.0,28.5,28.5
133308.0,3.78,3.78
152960.0,3.09,3.09
134867.0,17.7,17.7
114151.0,1.7,1.7
136052.0,11.9,11.9
86306.0,14.0,14.0
130173.0,4.49,4.49
139024.0,16.5,16.5
149828.0,1.61,1.61
140760.0,21.3,21.3
129458.0,3.41,3.41
141520.0,26.4,26.4
106155.0,37.0,37.0
149919.0,4.3,4.3
143493.0,11.0,11.0
146789.0,2.46,2.46
144272.0,10.4,10.4
147335.0,2.38,2.38
151551.0,3.89,3.89
152611.0,11.6,11.6
149115.0,3.2,3.2
153330.0,8.5,8.5
97081.0,32.5,32.5
153789.0,17.3,17.3
91828.0,28.8,28.8
29504.0,4.26,4.26
51026.0,44.0,44.0
130027.0,2.69,2.69
63102.0,40.4,40.4
27736.0,3.16,3.16
103527.0,4.03,4.03
23874.0,4.52,4.52
139834.0,4.04,4.04
5239.0,4.21,4.21
28614.0,2.53,2.53
45746.0,4.19,4.19
45386.0,4.57,4.57
101632.0,2.99,2.99
132589.0,4.95,4.95
75450.0,47.0,47.0
99696.0,11.5,11.5
49637.0,3.62,3.62
141087.0,4.26,4.26
86471.0,41.3,41.3
46028.0,3.52,3.52
97085.0,1.71,1.71
142099.0,3.98,3.98
144081.0,3.87,3.87
22273.0,1.45,1.45
138125.0,1.24,1.24
149594.0,4.13,4.13
146639.0,3.26,3.26
127122.0,2.83,2.83
151403.0,1.52,1.52
20291.0,3.47,3.47
146591.0,3.4,3.4
148284.0,4.56,4.56
150486.0,4.11,4.11
152648.0,4.53,4.53
116643.0,25.1,25.1
79711.0,1.99,1.99
50672.0,52.6,52.6
150278.0,1.82,1.82
151197.0,3.77,3.77
144018.0,2.41,2.41
72417.0,37.9,37.9
117710.0,3.0,3.0
55720.0,48.8,48.8
152848.0,55.0,55.0
83671.0,34.8,34.8
68699.0,3.87,3.87
30282.0,1.98,1.98
132274.0,3.95,3.95
84482.0,44.1,44.1
153034.0,1.2,1.2
153545.0,1.56,1.56
104200.0,27.1,27.1
79260.0,4.22,4.22
76098.0,4.68,4.68
92108.0,1.71,1.71
76209.0,4.04,4.04
151543.0,2.32,2.32
45002.0,3.53,3.53
25696.0,4.2,4.2
64808.0,1.75,1.75
23213.0,4.36,4.36
20376.0,4.17,4.17
153628.0,1.79,1.79
151172.0,1.54,1.54
79652.0,3.78,3.78
38743.0,58.8,58.8
389.0,2.09,2.09
279.0,76.7,76.7
215.0,78.8,78.8
791.0,3.59,3.59
918.0,75.6,75.6
1244.0,77.2,77.2
1707.0,1.72,1.72
1656.0,75.8,75.8
2120.0,75.8,75.8
1691.0,4.25,4.25
1874.0,76.8,76.8
1507.0,76.4,76.4
2067.0,1.61,1.61
2166.0,75.8,75.8
3248.0,73.6,73.6
2380.0,3.05,3.05
2943.0,76.3,76.3
2364.0,77.1,77.1
2617.0,77.0,77.0
3112.0,76.2,76.2
2513.0,77.0,77.0
3686.0,78.8,78.8
3682.0,75.6,75.6
3656.0,76.2,76.2
3123.0,4.46,4.46
3939.0,75.8,75.8
3142.0,76.0,76.0
2858.0,1.51,1.51
3986.0,75.5,75.5
3485.0,76.3,76.3
3558.0,3.68,3.68
4025.0,76.5,76.5
4605.0,74.5,74.5
3304.0,78.8,78.8
4086.0,73.2,73.2
4334.0,76.0,76.0
3822.0,3.19,3.19
4126.0,75.6,75.6
5134.0,73.9,73.9
5540.0,2.7,2.7
4226.0,75.0,75.0
6211.0,76.0,76.0
3376.0,3.55,3.55
4347.0,75.4,75.4
4710.0,74.8,74.8
4729.0,3.18,3.18
4909.0,75.4,75.4
6452.0,74.1,74.1
3844.0,3.45,3.45
5463.0,75.2,75.2
5003.0,73.5,73.5
3970.0,4.05,4.05
5492.0,75.7,75.7
5971.0,74.7,74.7
4660.0,4.68,4.68
5936.0,75.2,75.2
5467.0,74.5,74.5
4545.0,2.86,2.86
6002.0,75.3,75.3
7071.0,74.4,74.4
6731.0,1.36,1.36
6052.0,77.5,77.5
8453.0,75.0,75.0
6617.0,2.34,2.34
6513.0,74.2,74.2
4272.0,75.4,75.4
3943.0,1.31,1.31
6601.0,74.9,74.9
4559.0,74.9,74.9
3423.0,3.97,3.97
6641.0,76.3,76.3
4763.0,75.0,75.0
6959.0,2.36,2.36
6793.0,75.9,75.9
8650.0,71.5,71.5
5544.0,4.83,4.83
6856.0,75.8,75.8
7141.0,73.6,73.6
6825.0,1.37,1.37
6877.0,74.1,74.1
5665.0,70.3,70.3
5588.0,2.96,2.96
6960.0,74.8,74.8
6386.0,75.4,75.4
5791.0,3.14,3.14
7101.0,75.2,75.2
7256.0,73.8,73.8
5671.0,3.19,3.19
7283.0,76.7,76.7
5135.0,76.2,76.2
6033.0,3.33,3.33
7541.0,75.5,75.5
8301.0,74.5,74.5
8877.0,1.28,1.28
8346.0,77.5,77.5
6113.0,75.0,75.0
7063.0,3.22,3.22
8537.0,73.9,73.9
8896.0,73.2,73.2
6772.0,1.95,1.95
8568.0,75.0,75.0
8008.0,73.7,73.7
5585.0,4.27,4.27
8636.0,74.4,74.4
8075.0,74.8,74.8
6705.0,1.4,1.4
8659.0,70.8,70.8
10540.0,73.2,73.2
7229.0,2.18,2.18
8736.0,75.0,75.0
7661.0,74.5,74.5
6014.0,4.04,4.04
9229.0,73.2,73.2
10012.0,73.0,73.0
7583.0,4.94,4.94
9248.0,76.1,76.1
8387.0,74.3,74.3
6594.0,2.76,2.76
9285.0,74.3,74.3
7803.0,74.0,74.0
7049.0,2.0,2.0
9287.0,74.8,74.8
11192.0,73.7,73.7
5699.0,1.44,1.44
9400.0,73.6,73.6
9379.0,75.0,75.0
7727.0,76.2,76.2
9415.0,77.3,77.3
9753.0,74.5,74.5
8709.0,1.99,1.99
9743.0,74.2,74.2
11399.0,71.6,71.6
8253.0,2.53,2.53
9781.0,71.8,71.8
10364.0,71.7,71.7
12706.0,3.66,3.66
10122.0,73.9,73.9
15782.0,74.1,74.1
15057.0,2.25,2.25
10366.0,74.0,74.0
9718.0,73.2,73.2
9709.0,3.2,3.2
10478.0,74.3,74.3
11650.0,72.1,72.1
7565.0,1.61,1.61
10652.0,73.1,73.1
10061.0,73.0,73.0
8432.0,4.07,4.07
10794.0,73.3,73.3
10793.0,73.0,73.0
8187.0,2.43,2.43
10964.0,73.6,73.6
12055.0,72.0,72.0
7611.0,4.89,4.89
11219.0,73.4,73.4
11074.0,72.3,72.3
8635.0,4.58,4.58
11298.0,74.0,74.0
9951.0,73.0,73.0
9876.0,1.63,1.63
11311.0,74.1,74.1
11521.0,72.6,72.6
8686.0,75.0,75.0
11332.0,72.7,72.7
13437.0,72.0,72.0
9232.0,3.21,3.21
11403.0,71.7,71.7
11385.0,70.7,70.7
9964.0,1.81,1.81
11558.0,70.8,70.8
11844.0,74.3,74.3
11319.0,4.23,4.23
11576.0,73.8,73.8
11257.0,73.4,73.4
9370.0,1.29,1.29
11791.0,71.8,71.8
8657.0,74.3,74.3
8525.0,3.5,3.5
12141.0,73.2,73.2
11661.0,72.2,72.2
36174.0,4.62,4.62
12471.0,75.2,75.2
19658.0,71.8,71.8
8993.0,78.1,78.1
12598.0,73.2,73.2
12186.0,72.5,72.5
10910.0,4.13,4.13
12823.0,72.7,72.7
13909.0,72.0,72.0
9762.0,3.99,3.99
12827.0,71.4,71.4
12065.0,71.3,71.3
11338.0,1.51,1.51
12869.0,74.0,74.0
12194.0,73.0,73.0
10036.0,3.94,3.94
12977.0,72.3,72.3
13161.0,73.3,73.3
12851.0,2.8,2.8
13220.0,72.3,72.3
13769.0,71.4,71.4
16158.0,2.02,2.02
13441.0,73.3,73.3
9469.0,76.1,76.1
12305.0,3.1,3.1
13593.0,73.6,73.6
14027.0,71.7,71.7
11599.0,71.2,71.2
13711.0,73.7,73.7
13215.0,73.3,73.3
11900.0,2.87,2.87
13801.0,74.0,74.0
14432.0,73.0,73.0
10953.0,4.47,4.47
13963.0,72.8,72.8
15304.0,70.9,70.9
12836.0,1.45,1.45
14099.0,73.5,73.5
11052.0,71.4,71.4
10814.0,1.7,1.7
14175.0,70.5,70.5
13744.0,70.6,70.6
9539.0,3.84,3.84
14311.0,71.5,71.5
13455.0,71.9,71.9
12348.0,2.24,2.24
14407.0,72.6,72.6
14604.0,71.4,71.4
13809.0,3.77,3.77
14521.0,73.6,73.6
14462.0,72.7,72.7
12974.0,3.82,3.82
14650.0,69.9,69.9
8758.0,71.7,71.7
13731.0,77.8,77.8
14695.0,73.7,73.7
11986.0,74.6,74.6
10524.0,3.01,3.01
14827.0,70.9,70.9
12392.0,72.3,72.3
11843.0,2.93,2.93
15960.0,3.86,3.86
15227.0,73.3,73.3
15212.0,71.8,71.8
13312.0,2.23,2.23
15239.0,71.0,71.0
17248.0,70.4,70.4
10983.0,1.62,1.62
15509.0,71.6,71.6
14795.0,69.9,69.9
13985.0,1.56,1.56
15556.0,74.5,74.5
13275.0,74.4,74.4
10932.0,2.62,2.62
15560.0,71.5,71.5
14465.0,71.7,71.7
14688.0,1.12,1.12
15611.0,74.2,74.2
12396.0,1.91,1.91
15634.0,71.9,71.9
14964.0,72.1,72.1
12772.0,2.33,2.33
15652.0,72.0,72.0
15067.0,70.6,70.6
15256.0,4.83,4.83
15713.0,72.2,72.2
14864.0,72.3,72.3
12427.0,2.69,2.69
15724.0,68.5,68.5
12685.0,70.8,70.8
15898.0,3.46,3.46
14318.0,2.37,2.37
15895.0,72.4,72.4
14235.0,72.2,72.2
13326.0,4.2,4.2
15955.0,72.0,72.0
13134.0,72.0,72.0
35600.0,3.99,3.99
16116.0,67.0,67.0
15091.0,3.21,3.21
16143.0,74.0,74.0
14391.0,74.7,74.7
13877.0,3.6,3.6
16175.0,70.7,70.7
16920.0,69.4,69.4
12916.0,3.76,3.76
16324.0,72.2,72.2
18551.0,70.5,70.5
13388.0,4.79,4.79
16363.0,72.3,72.3
17265.0,69.3,69.3
13728.0,1.48,1.48
16420.0,70.1,70.1
12810.0,73.7,73.7
15111.0,2.59,2.59
16609.0,72.8,72.8
15472.0,71.4,71.4
16396.0,3.32,3.32
16753.0,72.4,72.4
15901.0,70.2,70.2
14546.0,4.53,4.53
16896.0,70.7,70.7
20342.0,68.0,68.0
14178.0,3.25,3.25
16918.0,71.9,71.9
17186.0,70.7,70.7
12158.0,2.7,2.7
17020.0,71.3,71.3
13614.0,71.3,71.3
18422.0,4.35,4.35
17031.0,72.4,72.4
16317.0,69.8,69.8
15600.0,4.0,4.0
17036.0,72.3,72.3
17620.0,71.1,71.1
18635.0,4.15,4.15
17102.0,68.9,68.9
15062.0,71.4,71.4
12766.0,4.82,4.82
17144.0,70.8,70.8
15867.0,70.6,70.6
12868.0,3.26,3.26
13378.0,3.63,3.63
13558.0,4.64,4.64
17388.0,71.0,71.0
15520.0,70.6,70.6
16266.0,1.26,1.26
17468.0,72.8,72.8
16903.0,73.1,73.1
13282.0,2.62,2.62
17548.0,72.1,72.1
19890.0,69.6,69.6
13799.0,3.84,3.84
17566.0,67.8,67.8
13624.0,71.9,71.9
24688.0,4.1,4.1
17616.0,72.1,72.1
5852.0,75.5,75.5
14245.0,2.5,2.5
17877.0,70.8,70.8
14434.0,69.7,69.7
15572.0,2.66,2.66
17953.0,71.1,71.1
19699.0,69.5,69.5
15561.0,3.73,3.73
17965.0,71.4,71.4
17281.0,70.5,70.5
16512.0,3.51,3.51
18011.0,69.7,69.7
17318.0,68.5,68.5
13220.0,3.62,3.62
18017.0,70.6,70.6
16015.0,69.1,69.1
67971.0,4.68,4.68
18033.0,67.5,67.5
17184.0,4.39,4.39
18202.0,69.6,69.6
14028.0,67.1,67.1
17176.0,2.95,2.95
18226.0,71.8,71.8
17414.0,71.0,71.0
15283.0,2.48,2.48
18294.0,70.9,70.9
17488.0,69.6,69.6
14009.0,1.11,1.11
18399.0,70.6,70.6
17777.0,70.0,70.0
18178.0,2.43,2.43
18575.0,70.9,70.9
17820.0,69.0,69.0
16531.0,1.11,1.11
18695.0,71.3,71.3
12769.0,71.7,71.7
15252.0,4.57,4.57
18802.0,69.4,69.4
19820.0,68.4,68.4
15245.0,76.2,76.2
18950.0,70.3,70.3
18019.0,70.6,70.6
16791.0,4.74,4.74
18489.0,4.93,4.93
19055.0,70.8,70.8
22359.0,69.3,69.3
21315.0,4.94,4.94
19077.0,71.8,71.8
19518.0,70.3,70.3
18625.0,2.13,2.13
19098.0,67.7,67.7
16011.0,69.6,69.6
14011.0,2.54,2.54
19100.0,69.1,69.1
17229.0,68.9,68.9
18120.0,80.0,80.0
19179.0,71.6,71.6
18434.0,69.7,69.7
19363.0,2.53,2.53
19308.0,70.5,70.5
19816.0,67.3,67.3
18331.0,2.73,2.73
19366.0,72.4,72.4
19790.0,68.9,68.9
14370.0,2.2,2.2
19389.0,68.8,68.8
17350.0,68.3,68.3
13832.0,1.96,1.96
19582.0,69.4,69.4
17579.0,69.0,69.0
18099.0,4.04,4.04
19930.0,72.5,72.5
18084.0,69.2,69.2
18279.0,3.67,3.67
19972.0,72.1,72.1
18737.0,2.35,2.35
20044.0,71.0,71.0
16596.0,4.06,4.06
19070.0,1.99,1.99
20263.0,68.9,68.9
19541.0,70.8,70.8
19226.0,2.81,2.81
18987.0,68.8,68.8
20534.0,70.8,70.8
20439.0,69.7,69.7
17551.0,3.51,3.51
20669.0,71.7,71.7
17925.0,67.6,67.6
14659.0,2.61,2.61
20748.0,67.8,67.8
18501.0,68.2,68.2
17495.0,1.73,1.73
20826.0,69.7,69.7
23556.0,66.0,66.0
15685.0,74.2,74.2
20860.0,69.1,69.1
17947.0,68.2,68.2
19253.0,3.97,3.97
20956.0,68.8,68.8
18335.0,2.7,2.7
20971.0,70.1,70.1
24230.0,66.2,66.2
20621.0,4.17,4.17
21054.0,70.5,70.5
23525.0,67.6,67.6
19694.0,3.17,3.17
21055.0,69.5,69.5
20034.0,68.0,68.0
18892.0,4.51,4.51
16503.0,3.55,3.55
21311.0,69.8,69.8
19932.0,69.1,69.1
16226.0,2.58,2.58
21426.0,66.7,66.7
19758.0,68.5,68.5
19601.0,3.09,3.09
21440.0,68.0,68.0
25049.0,63.4,63.4
19099.0,77.5,77.5
21591.0,72.3,72.3
23941.0,68.0,68.0
16262.0,4.45,4.45
21812.0,67.8,67.8
19913.0,67.2,67.2
20640.0,3.71,3.71
21859.0,69.7,69.7
19146.0,4.69,4.69
21877.0,70.9,70.9
23090.0,67.5,67.5
16804.0,4.29,4.29
21963.0,68.0,68.0
18520.0,68.7,68.7
17888.0,2.15,2.15
22050.0,69.9,69.9
23488.0,68.9,68.9
19510.0,2.69,2.69
22345.0,68.8,68.8
19321.0,71.1,71.1
20468.0,4.82,4.82
22448.0,69.1,69.1
21177.0,68.7,68.7
20406.0,3.43,3.43
22527.0,72.0,72.0
17419.0,69.8,69.8
17350.0,1.47,1.47
22654.0,69.5,69.5
19959.0,67.6,67.6
22313.0,2.16,2.16
22761.0,69.7,69.7
17285.0,2.17,2.17
22813.0,69.0,69.0
19346.0,68.3,68.3
31013.0,2.7,2.7
22863.0,71.7,71.7
26302.0,69.9,69.9
20634.0,1.05,1.05
22910.0,69.5,69.5
22103.0,68.3,68.3
19331.0,3.31,3.31
23017.0,64.0,64.0
21408.0,65.0,65.0
20296.0,4.04,4.04
23039.0,68.8,68.8
26248.0,65.1,65.1
19592.0,1.31,1.31
23068.0,68.1,68.1
20822.0,67.8,67.8
20759.0,4.34,4.34
23387.0,68.3,68.3
19579.0,67.6,67.6
21382.0,4.47,4.47
23839.0,68.0,68.0
22654.0,67.8,67.8
20737.0,3.94,3.94
20485.0,1.7,1.7
23915.0,69.1,69.1
21376.0,67.0,67.0
22224.0,4.39,4.39
24151.0,69.1,69.1
21292.0,67.1,67.1
19290.0,3.81,3.81
24189.0,66.9,66.9
21285.0,67.3,67.3
20365.0,75.0,75.0
24379.0,67.8,67.8
23325.0,66.7,66.7
20478.0,4.65,4.65
24718.0,67.6,67.6
23842.0,3.97,3.97
24970.0,69.1,69.1
19448.0,2.51,2.51
25075.0,65.8,65.8
21994.0,66.3,66.3
18919.0,3.06,3.06
25149.0,68.7,68.7
23502.0,72.3,72.3
21743.0,2.24,2.24
25262.0,69.1,69.1
26142.0,66.6,66.6
20427.0,2.1,2.1
25437.0,65.4,65.4
21648.0,66.1,66.1
20168.0,2.19,2.19
25512.0,66.1,66.1
22376.0,66.6,66.6
23617.0,3.91,3.91
25544.0,67.3,67.3
27106.0,65.7,65.7
22298.0,3.48,3.48
25750.0,69.8,69.8
23555.0,70.4,70.4
25730.0,4.57,4.57
25766.0,65.7,65.7
27422.0,70.3,70.3
22958.0,2.09,2.09
22779.0,1.56,1.56
23811.0,1.26,1.26
25923.0,68.7,68.7
30505.0,63.1,63.1
22177.0,4.23,4.23
26319.0,66.4,66.4
24488.0,65.1,65.1
20960.0,3.94,3.94
26346.0,66.2,66.2
23381.0,64.9,64.9
21963.0,3.82,3.82
26402.0,67.0,67.0
22651.0,67.7,67.7
23011.0,4.89,4.89
22714.0,2.71,2.71
26767.0,66.8,66.8
27212.0,63.3,63.3
23320.0,76.2,76.2
26882.0,67.9,67.9
26690.0,65.6,65.6
22356.0,68.8,68.8
26932.0,69.0,69.0
23915.0,4.31,4.31
27047.0,67.1,67.1
29362.0,63.1,63.1
21258.0,1.73,1.73
27201.0,65.7,65.7
24119.0,67.0,67.0
24933.0,1.84,1.84
27256.0,65.5,65.5
25104.0,66.7,66.7
23095.0,2.1,2.1
27265.0,66.7,66.7
25753.0,64.1,64.1
21588.0,3.51,3.51
27414.0,64.3,64.3
23685.0,64.2,64.2
28620.0,1.57,1.57
27513.0,68.1,68.1
23754.0,68.1,68.1
23090.0,74.0,74.0
27954.0,65.0,65.0
37351.0,62.2,62.2
23579.0,2.53,2.53
28011.0,66.4,66.4
21294.0,66.9,66.9
23080.0,1.81,1.81
28204.0,64.9,64.9
24345.0,66.2,66.2
22941.0,3.23,3.23
28347.0,64.8,64.8
24783.0,65.6,65.6
23307.0,1.99,1.99
28694.0,65.1,65.1
25252.0,64.6,64.6
25033.0,1.98,1.98
28724.0,68.0,68.0
28756.0,66.5,66.5
27352.0,4.4,4.4
28823.0,69.8,69.8
25269.0,68.9,68.9
24548.0,3.35,3.35
28923.0,64.4,64.4
22120.0,65.1,65.1
27620.0,3.05,3.05
29080.0,67.0,67.0
29077.0,63.7,63.7
35588.0,72.3,72.3
29145.0,68.5,68.5
31354.0,65.5,65.5
23553.0,1.28,1.28
29149.0,64.9,64.9
24951.0,65.3,65.3
30150.0,4.02,4.02
29192.0,69.1,69.1
26704.0,65.9,65.9
20918.0,3.05,3.05
29286.0,67.1,67.1
23895.0,3.24,3.24
29411.0,65.2,65.2
29714.0,66.7,66.7
23613.0,2.1,2.1
29422.0,64.4,64.4
24646.0,64.5,64.5
26280.0,2.01,2.01
29522.0,67.4,67.4
32318.0,62.0,62.0
26044.0,1.6,1.6
29603.0,63.9,63.9
33367.0,59.7,59.7
25297.0,1.42,1.42
29740.0,63.9,63.9
25364.0,64.0,64.0
26159.0,65.3,65.3
29811.0,64.5,64.5
30385.0,63.8,63.8
37413.0,3.06,3.06
29817.0,62.7,62.7
12079.0,76.3,76.3
28574.0,1.78,1.78
29843.0,66.9,66.9
30557.0,63.8,63.8
26399.0,71.9,71.9
29862.0,66.4,66.4
34464.0,63.5,63.5
26828.0,2.35,2.35
30088.0,66.6,66.6
29430.0,62.7,62.7
35127.0,1.76,1.76
30238.0,66.1,66.1
27750.0,67.2,67.2
24978.0,2.69,2.69
30306.0,62.2,62.2
25637.0,65.2,65.2
25536.0,1.49,1.49
30408.0,64.4,64.4
28646.0,63.1,63.1
29271.0,4.73,4.73
30638.0,65.0,65.0
32175.0,63.8,63.8
33784.0,4.37,4.37
30740.0,62.2,62.2
27637.0,2.9,2.9
30827.0,64.6,64.6
30692.0,61.4,61.4
27450.0,2.06,2.06
27028.0,4.07,4.07
30880.0,67.1,67.1
27680.0,64.8,64.8
27841.0,66.2,66.2
30940.0,65.5,65.5
30003.0,64.2,64.2
26961.0,4.52,4.52
31020.0,62.5,62.5
22331.0,66.7,66.7
29998.0,4.21,4.21
28183.0,73.5,73.5
31546.0,66.8,66.8
33257.0,63.9,63.9
31457.0,4.19,4.19
31566.0,65.6,65.6
33628.0,63.3,63.3
28321.0,4.69,4.69
32003.0,63.9,63.9
28686.0,62.5,62.5
28966.0,3.58,3.58
32382.0,63.1,63.1
30147.0,61.4,61.4
29260.0,1.64,1.64
29798.0,1.84,1.84
32878.0,61.7,61.7
34681.0,60.4,60.4
26123.0,2.53,2.53
32883.0,61.3,61.3
26085.0,63.8,63.8
26113.0,1.32,1.32
33116.0,62.5,62.5
24923.0,64.8,64.8
28878.0,3.36,3.36
33174.0,69.3,69.3
30123.0,70.2,70.2
27252.0,1.0,1.0
33179.0,61.8,61.8
26785.0,61.3,61.3
31141.0,1.7,1.7
33276.0,64.0,64.0
29245.0,64.5,64.5
27752.0,3.33,3.33
33303.0,68.8,68.8
25758.0,71.7,71.7
28642.0,4.61,4.61
30726.0,4.32,4.32
33666.0,65.6,65.6
32276.0,55.0,55.0
21470.0,1.13,1.13
33682.0,65.9,65.9
40410.0,65.6,65.6
28258.0,3.95,3.95
33978.0,60.3,60.3
27035.0,62.9,62.9
31010.0,1.48,1.48
31917.0,67.5,67.5
34228.0,64.8,64.8
33753.0,62.4,62.4
30784.0,3.01,3.01
34441.0,64.0,64.0
31743.0,61.8,61.8
30804.0,4.8,4.8
34607.0,63.4,63.4
38398.0,57.2,57.2
30456.0,2.03,2.03
34688.0,63.5,63.5
32529.0,62.6,62.6
30600.0,2.09,2.09
34745.0,60.3,60.3
30311.0,60.5,60.5
32946.0,75.0,75.0
35072.0,63.2,63.2
37337.0,60.7,60.7
32002.0,1.71,1.71
31187.0,4.15,4.15
35090.0,62.7,62.7
33786.0,58.6,58.6
32478.0,4.92,4.92
35256.0,63.4,63.4
33800.0,60.8,60.8
38376.0,2.7,2.7
35378.0,66.7,66.7
30317.0,67.7,67.7
29410.0,4.76,4.76
35672.0,61.1,61.1
28305.0,61.4,61.4
31687.0,1.39,1.39
35772.0,63.9,63.9
35291.0,61.7,61.7
32582.0,3.33,3.33
35859.0,65.5,65.5
28344.0,64.3,64.3
36333.0,2.84,2.84
36289.0,62.9,62.9
35153.0,59.9,59.9
37268.0,3.7,3.7
40699.0,1.85,1.85
36925.0,64.8,64.8
38408.0,61.2,61.2
32328.0,4.7,4.7
37006.0,58.2,58.2
29242.0,60.7,60.7
32745.0,4.77,4.77
37098.0,61.8,61.8
34368.0,61.1,61.1
33527.0,2.36,2.36
37246.0,62.8,62.8
39301.0,59.5,59.5
32038.0,2.83,2.83
37276.0,59.3,59.3
29635.0,62.7,62.7
31788.0,73.8,73.8
37606.0,60.3,60.3
37518.0,58.0,58.0
32800.0,2.81,2.81
38078.0,62.5,62.5
38486.0,58.8,58.8
27385.0,3.79,3.79
33735.0,3.39,3.39
38104.0,63.4,63.4
35374.0,60.1,60.1
34132.0,3.08,3.08
38106.0,57.8,57.8
30496.0,60.6,60.6
34417.0,4.66,4.66
38121.0,59.9,59.9
33810.0,58.8,58.8
42282.0,73.8,73.8
38326.0,65.0,65.0
43195.0,61.7,61.7
38085.0,2.37,2.37
38345.0,62.6,62.6
41137.0,58.8,58.8
35872.0,3.79,3.79
38893.0,61.1,61.1
37318.0,58.4,58.4
43490.0,1.17,1.17
39080.0,67.4,67.4
23904.0,70.0,70.0
35841.0,1.11,1.11
39155.0,59.9,59.9
38625.0,56.8,56.8
33383.0,2.37,2.37
39157.0,59.6,59.6
35330.0,58.0,58.0
44619.0,2.95,2.95
39316.0,63.6,63.6
37446.0,60.8,60.8
33963.0,2.95,2.95
39354.0,60.4,60.4
35177.0,59.4,59.4
36824.0,73.8,73.8
39528.0,59.1,59.1
38112.0,57.5,57.5
41454.0,3.56,3.56
39568.0,60.7,60.7
40412.0,57.5,57.5
33278.0,3.29,3.29
39660.0,58.7,58.7
36061.0,57.2,57.2
37849.0,3.62,3.62
39741.0,59.8,59.8
32388.0,59.4,59.4
34522.0,4.8,4.8
43726.0,4.34,4.34
39920.0,61.0,61.0
43153.0,54.6,54.6
40008.0,4.04,4.04
39975.0,64.7,64.7
26621.0,66.4,66.4
36075.0,1.58,1.58
40177.0,59.5,59.5
36346.0,57.0,57.0
41647.0,4.99,4.99
40187.0,62.6,62.6
40453.0,61.5,61.5
37257.0,3.06,3.06
40663.0,57.3,57.3
32074.0,59.4,59.4
35300.0,4.2,4.2
40798.0,66.8,66.8
45055.0,52.3,52.3
74245.0,2.92,2.92
40910.0,62.3,62.3
96589.0,13.5,13.5
41099.0,1.13,1.13
41160.0,59.7,59.7
47781.0,52.3,52.3
35607.0,4.19,4.19
41564.0,60.0,60.0
37731.0,57.4,57.4
